Original,Part of,Translation
Keen,,Afilado
Creature Name,,Nombre de Criatura
100 ft,,100 ft
OATHBOUND PALADIN,,PALADÍN JURAMENTADO
SUMMONER|LEVEL,,NIVEL|CONJURADOR
Vacancies,,Vacantes
Spell Failure,,Fallo de Conjuro
Half-elf,,Semielfo
Minor Image,,Imagen Menor
2d8,,2d8
Ability Modifier =|    (Total Ability Score - 10) ÷ 2,,Mod de Característica =|  (Puntuación Total de Característica - 10) ÷ 2
Entangled,,Enmarañado
Base attack bonus and saving throws,,Bonus de ataque base y pruebas salvación
Light <weight>,,Ligero <peso>
Manyshot,,Disparos múltiples
Orb of Force,,Orbe de Fuerza
HEALING DOMAIN,,DOMINIO DE CURACIÓN
Base Save,,Salvación Base
Linguistics,,Idiomas
HIT POINTS & SKILL RANKS,,PUNTOS GOLPE & RANGOS HABILIDADES
Profession (gambler),,Profesión (Jugador)
Immune to fear effects including magic.,,Inmune a efectos y conjuros de miedo.
Disguise,,Disfrazarse
3d8,,3d8
Arcane|Pool Cost,,Costo
Judgements|Today,,Juicios|Hoy
allies within,,a aliados a 
Hide,,Esconderse
Stance,,Estancia
• Cowering,,• Aterrado
DATE,,FECHA
30 ft,,30 ft
Perfect Self,,Yo perfecto
Player,,Jugador
Power Points,,Puntos de Poder
EXPERT|TRAINER,,ENTRENADOR|EXPERTO
INCOME,,INGRESOS
d8 / 2d8,,d8 / 2d8
Darkness,,Oscuridad
Sneaking Precision,,Precisión Furtiva
DISTRACTION,,DISTRACCIÓN
Wisdom,,Sabiduría
Kuthona,,Kuthona
FRIGHTENING TUNE,,TONADA ATERRADORA
Profession (sailor),,Profesión (Marinero)
(Round down),,(Redondear abajo)
Ki Pool (adamantine),,Reserva Ki (adamantino)
WEAPON TRAINING,,ENTRENAMIENTO CON ARMAS
SPECIAL MOUNT,,MONTURA DIVINA
Electricity,,Electricidad
From level 2:,,Desde Nivel 2:
ORDER,,ORDEN
Agile,,Ágil
(damage is triple only if using a lance),,(daño se triplica solo si usas lanza)
Natural Armour|Bonus,,Bon de Armadura|Natural
SPEED,,VELOCIDAD
Read Magic,,Leer Magia
PERSONALITY,,PERSONALIDAD
Base|Speed,,Velocidad|base
"Attack bonus|From level 10, bonus doubles to confirm critical hits",,"Bonus ataque|Desde nivel 10, el bonus se dobla para confirmar críticos"
BARDIC PERFORMANCE,,INTERPRETACIÓN DE BARDO
"-2 to attack rolls, damage rolls,| saving throws, skill and ability checks",,"-2 a tiradas de ataque, de daño,| de salvación, de habilidades y pruebas de características"
Gifts,,Regalos
(require,,(requiere
Bonus Spells,,Conjuros Adicionales
QUICK DRAW,,DESENVAINADO RÁPIDO
Pathfinder Society Faction,,Facción de la Pathfinder Society
Slow Fall 70 ft,,Ralentizar Caída 70'
Weapon|Damage|Bonus,,Bonif.|Daño del|Arma
"Cannot rage, run or charge|while fatigued.",,"No se puede entrar en furia, correr o cargar|mientras estés fatigado."
coins,,monedas
Value,,Valor
Magister,,Magister
OTHER DAMAGE,,OTRO DAÑO
Stunning Critical,,Crítico aturdidor
Blind-fight,,Lucha a Ciegas
CRIT,,CRIT
Climb,,Trepar
Bonus to Fortitude saves and initiative checks.,,Bonificador a salvaciones de Fortaleza y tiradas de iniciativa.
Knowledge (religion),,Conocimiento (Religion)
Scorpion Style,,Estilo del escorpión
None,,Ninguno
Allegiance,,Lealtad
+2 unrest if the treasury is empty,,+2 malestar si la tesorería está vacía
Meticulous,,Meticuloso
Craft (pottery),,Arte (alfareria)
Wakizashi,,Wakizashi
HOLY CHAMPION,,CAMPEÓN DIVINO
Treat unarmed attacks as  lawful weapons,,Tratar los ataques sin armas como armas legales
Priest|Level,,Nivel|Clérigo
Keyboard|Instruments,,Instrumentos|de Teclado
KNOWN SPELLS,,CONJUROS CONOCIDOS
Spot,,Avistar
HIT|DICE,,DADOS|GOLPE
Familiar’s Name,,Nombre del Familiar
Times Today,,Veces hoy
Shock,,Electrizante
Cure Wounds,,Curar Heridas
COUNTERSONG,,CONTRAODA
FORT,,FORT
Wood,,Madera
CHARACTER|BACKGROUND,,TRASFONDO DEL|PERSONAJE
NIMBLE,,Ágil
Size Modifier|x4,,Modificador de Tamaño|x4
Flurry of Blows,,Ráfaga de Golpes
FLURRY OF BLOWS,,RAFAGA DE GOLPES
Sense Motive,,Averiguar Intenciones
Prestige,,Prestigio
Sage,,Sabio
Size,,Tamaño
Twice per day,,Dos veces al día
Point-Blank Shot,,Disparo a bocajarro
EIDOLON,,EIDOLON
Fighter|Level,,Nivel de|Guerrero
RANGED|ATTACK,,ATAQUE A|DISTANCIA
MUTAGENS,,MUTÁGENOS
Economy|Roll,,Prueba|Economía
Promotions,,Promociones
Invisibility,,Invisibilidad
Supreme Charge,,Carga Suprema
Slow Fall 90 ft,,Ralentizar Caida 90 Pies
Target is also frightened unless they pass a will save.,,Objetivo esta también asustado a menos que pase una salvación de voluntad
Temp|Bonus,,Bon|Temp
"Bluff, Diplomacy, Sense Motive",,"Engañar, Diplomacia, Averiguar Intenciones"
Feather Fall,,Caida de Pluma
GREATER RESOLVE,,Resolución mayor
3-Level|Bonus × 2,,3-Nivel|Bonus x 2
Piercing,,Perforante
Effective|Caster|Level,,Nivel|Efectivo|Lanzador
Air,,Aire
Remember to role-play your character traits.,,Recuerda interpretar tus rasgos de personaje.
2d10,,2d10
Climb Speed,,Vel Trepando
Mass Suggestion,,Sugestión de Masas
Use Rope,,Uso de Cuerdas
DRACONIC AURA,,Aura Draconica
Defensive Casting|Attack Penalty,,Penal. Ataque|Lanzamiento Defens.
REF,,REF
"Bonus applies to saving throws against Bardic Performance, sonic|and language-dependent effects.",,Bon se aplica a tiradas de salvación contra Música de Bardo y|efectos que dependan de sonido o lenguaje.
Bluff,,Engañar
Base|Attack,,Ataque|Base
Wholeness of Body,,Plenitud corporal
MONK OF THE|LOTUS,,MONJE DEL|LOTO
ALCHEMIST,,ALQUIMISTA
FIREARMS,,ARMAS DE FUEGO
Lucky,,Suertudo
Class|Skill,,Habilidad|de clase
"If you are killed return to life 24 hours later, regardless of|the condition of your body. You do not regain any limiteddaily abilities.",,"si mueres, vuelves a la vida 24 horas más tarde, independientemente de|la condición de tu cuerpo. No recuperas ninguna aptitud diaria limitada."
Item|Bonus,,Bonif|Objeto
Total|Level,,Nivel|Total
Basic Value,,Valor Básico
Misc,,Misc
Fey,,Fata
Use Psionic Device,,Usar Artefacto Psionico
ARCHERY,,ARQUERÍA
SETTLEMENT,,ASENTAMIENTO
Silent Image,,Imagen Silenciosa
Point blank shot,,Disparo a Bocajarro
CHOICES,,ELECCIONES
Range:,,Alcance:
Bonus|Points,,Puntos|Adicionales
BARDIC KNOWLEDGE,,CONOCIMIENTO DE BARDO
10ft,,10'
USES PER DAY,,Usos al Día
Weapon Attack Bonus,,Bonus de Ataque del Arma
Magic Weapon,,Arma Magica
Knowledge (nature),,Conocimiento (Naturaleza)
Uncanny Dodge,,Esquiva Asombrosa
Use ki attacks with arrows as if they were melee,,Usa ataques ki con flechas como si fueran de melee
TWO-WEAPON FIGHTING,,LUCHA CON DOS ARMAS
(PALADIN),,(PALADIN)
Frightened,,Asustado
From Level 8:,,A Partir de Nivel 8:
Summon monster I,,Convocar Monstruo I
(CLERIC),,(CLÉRIGO)
Take -2 penalty to AC against any enemy except challenged target,,"Sufres -2 penal. a CA contra cualquier enemigo, excepto el objetivo desafiado"
LURK,,ACECHADOR
FIGHTER,,GUERRERO
Feat Sharing|Today,,Dotes compartidas|Hoy
WILL DC,,CD VOL
Spouse,,Esposa
HEALTH,,SALUD
Base Attack|Bonus,,Bonus Ataque|Base
Courage Bonus,,Vonus de Valor
FAVOURED ENEMY,,ENEMIGO PREDILECTO
Base magic item,,Item mágico base
Arodus,,Arodus
Still Mind,,Mente en Calma
TIMELINE,,LINEA DE TIEMPO
"Come up with a cool idea for your character. Figure out where they|come from, how their background shaped them and why they’ve|chosen to be an adventurer.|Use extra pages if necessary.",,"Encuentra una buena idea para tu personaje. Discurre de donde|vienen, como les influyó su trasfondo y por qué han|elegido ser aventureros.|Usa páginas extra si lo necesitas."
MALE,,HOMBRE
"100,000 people",,100.000 personas
Paralysed,,Paralizado
Pinpoint Targeting,,Puntería precisa
HARD TO KILL,,DURO DE MATAR
FAVOURED TERRAIN,,TERRENO FAVORITO
ECO,,ECO
"Bluff, Diplomacy",,"Diplomacia, Engañar"
Immune to charm effects including magic.,,Inmune a efectos y conjuros de encantamiento.
Saving throw,,Prueba Salv
Use bonus in place of...,,Usar bonificador en lugar de...
+2 to confirm critical hits with selected weapon,,+2 para confimar críticos con el arma seleccionada
ARCTIC DRUID,,DRUÍDA ÁRTICO
Dance,,Baile
55ft,,55'
20 to 24,,20 a 24
BASE ATTACK,,ATAQUE BASE
BARBARIAN!,,BÁRBARO!
INITIATIVE,,Iniciativa
DIVINE HEALTH,,SALUD DIVINA
Craft (chemist),,Arte (química)
Summon Nature’s Ally IV,,Conovocar Aliado Natural IV
Take 20 Today,,Elegir 20 Hoy
TRAINING,,ENTRENAMIENTO
35ft,,35'
60ft,,60'
No penalty for using an improvised weapon,,Sin penal. por usar un arma improvisada
Delayed death,,Muerte Retrasada
Bane Rounds|Today,,Asaltos Perdición|Hoy
A successful strike with smite evilbypasses damage reduction.,,Un golpe exitoso con castigar el mal sobrepasa la reducción de daño.
FEATS,,DOTES
"25,000 people",,25.000 personas
Item,,Objeto
Combat Casting,,Casteo de Combate
Speciality Spell,,Conjuro de Especialidad
PORTRAIT,,RETRATO
STUNNING FIST,,PUÑETAZO ATURDIDOR
Shortsword,,Espada Corta
Avoid half damage on failed reflex save,,Evita mitad del daño cuando se falla una Salv. Ref.
Bonus|Combat|Feat,,Dotes de|Combate|Adicionales
6ft,,6'
OF,,DE
Marshal,,Alguacil
to Diplomacy to alter an animal’s attitude,,a Diplomacia para alterar la actitud del animal
Cone of Cold,,Cono de Frío  
Wild|Shape|Level,,Nivel de|Forma|Salvaje
Gain damage reduction 5/evil.,,Obtiene RD 5/maligno.
Power|Save DC,,CD Salv|Poder
• Paralysed,,• Paralizado
DISCERN LIES,,DISCERNIR MENTIRAS
Fast Movement,,Movimiento Rápido
Festivals,,FESTIVALES
Temp Damage,,Daño Temporal
"Armour, Shield",,"Armadura, Escudo"
DETERMINED,,Determinado
Nerf,,Desventaja
Evolutions,,EVOLUCIONES
DAMAGE,,DAÑO
FAVOURED ENEMY BONUS,,BON DE ENEMIGO PREDILECTO
Trap Sense +5,,Sentido de las Trampas +5
Healing,,Curación
"Armour class bonus|From level 10, bonus doubles against critical hits",,"Bonus clase armadura|Desde nivel 10, el bonus se dobla contra criticos"
Euphoria|Bonus,,Bonus|Euforia
Sixth Sense +5,,Sexto Sentido +5
Base|Extracts,,Extractos|Base
HEXBLADE,,Hexblade
Impaling Critical,,Crítico Empalador
die,,dado
SPELL SCHOOLS,,ESCUELAS DE CONJUROS
Attack|Bonus,,Bonus|Ataque
Invulnerability,,Invulnerabilidad
Strike incorporeal creatures,,Impacta criaturas incorporeas
Generalist,,Generalista
LOYALTY,,LEALTAD
Untrained,,No entrenada
The inquisitor cannot cast spells of an alignment|opposed to her own or her deity’s.,,El inquisidor no puede lanzar conjuros de un alineamiento|opuesto al suyo o de su deidad
From level 20:,,Desde nivel 20:
Craft (paintings),,Artesanía (pintura)
Move Silently,,Moverse Sigilosamente
HIT POINTS,,PUNTOS DE GOLPE
SHAMAN,,SHAMAN
Mighty cleaving,,Hendedura Poderosa
"Spend two uses of Smite Evil to grant allies the ability to|smite evil. The bonus lasts 1 minute, but must be used in|the first round.",,"Consumes 2 usos de Castigar el Mal para otorgar a los aliados|Castigar el Mal. Este efecto dura 1 minuto, pero debe ser |usado en el primer turno."
Long,,Largo
SAVES,,SALVACIONES
d8,,d8
Protection,,Protección
Heal wounds,,Curar Heridas
Extract Save DC = 10 + INT + Extract Level,,CD Salv de Extractos = 10 + INT + Nivel del Extracto
The number of 12-mile|hexes the kingdom controls,,El número de hexágonos de|12 millas que el Reino controla
Psionic Aura,,Aura Psionica
DAMAGE|REDUCTION,,REDUCCIÓN|DE DAÑO
MATERIALS,,MATERIALES
Max Speed,,Vel Máxima
Craft (carpentry),,Arte (carpintería)
Spells|per day,,Conjuros|al Día
FEATS & SPECIAL ABILITIES,,DOTES Y APTITUDES ESPECIALES
if larger/|smaller,,si más grande/|más pequeño
No age penalties or artificial ageing,,"Sin penalización por edad, o envejecimiento artificial"
(at will),,(a voluntad)
CITY,,CIUDAD
Animal Companion’s Name,,Nombre del Compañero Animal
See below.,,Ver abajo
VALUABLE ITEMS,,Objetos Valiosos
Add monk level to Acrobatics checks for jumping,,Añade el nivel de monje a Acrobacias para pruebas de salto
Sixth Sense +2,,Sexto Sentido +2
Second wandering hex,,Segundo embrujo errante
Times|per day,,Veces|al día
(Use adjusted CON),,(Usar CON mejorada)
Flaming,,Flámigera
Greater,,Mayor
Craft (tailor),,Arte (sastre)
Range,,Alcance
Medium,,Medio
Events,,Eventos
DIVINE BOND,,VÍNCULO DIVINO
PAYMENTS,,PAGOS
Take only half damage even on failed reflex,,Recibe solo la mitad del daño al fallar reflejos
LONG RANGE,,LARGO ALCANCE
4d6,,4d6
Shot on the Run,,Disparo a la carrera
Light weapon,,Arma ligera
Special Requirements,,Requerimientos Especiales
Skill,,Habilidad
PREPARED SPELLS,,CONJUROS PREPARADOS
Improved Evasion,,Evasión Mejorada
Flaming burst,,Explosiva Ígnea
• Blind,,• Cegado
CONFUSION,,CONFUSIÓN
Full|Moon,,Luna|Llena
DC 15,,CD 15
Modifier,,Modificador
Stealth,,Sigilo
"Fill in the class’s hit die, skill ranks per level, and class skills",,"Rellena los dados golpe de clase, rangos habilidad por nivel, y habilidades de clase"
Preferred Clothing,,Ropa Preferida
Times|Today,,Veces|Hoy
Extra,,Extra
Fire and cold resistance,,Resistencia a Fuego y Frío
Point|Cost,,Coste|Puntos
(FIGHTER),,(GUERRERO)
CODE OF HONOUR,,CÓDIGO DE HONOR
Face,,Cara
Bonus to attack and damage rolls,,Bon a tiradas de ataque y daño
SMITE GOOD,,CASTOGAR EL BIEN
Size|Modifier x4,,Modificador de|Tamaño x4
Penalty for insufficient strength,,Penalizador por fuerza insuficiente
Ability|Score,,Puntuación de|Característica
Serious Wounds,,Heridas Graves
CHANNEL ENERGY,,CANALIZAR ENERGÍA
Ninja Level,,Nivel de Ninja
Roll hit points and allocate skill ranks,,Tira los puntos golpe y coloca rangos habilidad
Dancing Lights,,Luces danzantes
Weight,,Peso
Enemy,,Enemigo
LORE MASTER,,MAESTRO DEL SABER
Improved Critical or Keen weapon,,Crítico mejorado o Arma afilada
Cone of Fire,,Cono de Fuego
pts,,pts
Justice,,Justicia
Countersong,,Contraoda
Automatic|Success,,Éxito|automático
MIGHTY RAGE,,Furia Poderosa
DC 10,,CD 10
Poison Use,,Uso de Venenos
EGO,,EGO
Target’s|Hit Dice,,Dados de Golpe|del Objetivo
Fears,,Miedos
d00,,d1
LYCANTHROPIC EMPATHY,,EMPATÍA LICANTRÓPICA
Bards can wear light armour without risking|spell failure.,,Bardos pueden llevar armadura ligera sin|incurrir en fallo de conjuro.
Magus|Level,,Nivel de|Magus
MASS SUGGESTION,,SUGESTIÓN EN GRUPO
Intelligence,,Inteligencia
• Exhasted,,• Exhausto
Can make knowledge checks untrained.,,Puede hacer pruebas de Saber sin entrenar.
Power|Level,,Nivel de|Poder
ARMOUR CHECK,,Penalizador de Armadura
Craft (jeweler),,Arte (joyero)
POWERS AND PURPOSE,,PODERES Y PROPOSITO
Morale Bonus,,Bonus Moral
Medium Load,,Carga Media
Con,,Con
Coward,,Cobarde
Channelling positive energy uses up two of today’s|uses of Lay On Hands.,,Canalizar energía positiva gasta dos usos diarios de Imposición de Manos.
Illiteracy,,Analfabetismo
"Weapons, Ammo, Scrolls, Potions",,"Armas, Municion, Pergaminos, Pociones"
• Dazed,,• Atontado
REDUCTION,,REDUCCIÓN
Granted Powers,,Poderes Concedidos
Spells|Known,,Conjuros|Conocidos
Perform (keyboard),,Interpretar (teclado)
Profession (gardener),,Profesión (Jardinero)
RIVAL,,RIVAL
Channel Negative Energy,,Canalizar Energía Negativa
Track,,Rastrear
Councilor,,Consejero
BASIC SPEED,,VELOCIDAD BASE
PERFECT SELF,,YO PERFECTO
Acrobatics,,Acrobacias
Mighty Rage,,Furia Poderosa
No Armour Check penalty when charging.,,Sin penaliz. por Armadura cuando carga
Counter magical effects that depend on sound.|Allies within 30ft use Performance roll in place of a saving throw,,Contrarresta efectos mágicos que dependan del sonido.|Aliados a 30' usan la tirada de Interpretar en lugar de una tirada de salvación.
Spirit Magic,,Magia Espiritual
Performance,,Interpretación
Tier,,Rango
ABILITY SCORE,,PUNTO CARACTERISTICA
Torso,,Torso
Evil Cleric,,Clérigo Malvado
Non-Monk|Level,,Nivel|No-Monje
School,,Escuela
Rounds|Today,,Turnos|Hoy
Medium Armour Proficiency,,Competencia con armadura intermedia
Blue,,Azul
"Ranger bonus feats can be taken without the normal pre-requisites,|but only apply when not wearing heavy armour.",,"Las dotes adicionales de explorador pueden ser tomadas sin los prerrequisitos|normales, pero sólo se aplican cuando no se lleva armadura pesada"
Danger sense,,Sentido del Peligro
AURA OF RIGHTEOUSNESS,,AURA DE RECTITUD
Normal,,Normal
+1 hp or skill rank per level,,+1 pg o rango de hab. por nivel
From level 4:,,Desde nivel 4
Disable Device,,Inutilizar Mecanismo
"As a move action, share half your Favoured Enemy|bonus against a single target with all allies within 30 ft",,"Como acción movimiento, comparte tu bonus de|Enemigo Predilecto contra un solo objetivo con todos los aliados en 30ft"
Bonus Points,,Puntos Adicionales
Total,,Total
WEAPON MASTERY,,MAESTRIA CON ARMAS
BAB,,BAB
FREE MOVEMENT,,MOVIMIENTO LIBRE
SENSES,,SENTIDOS
Employer,,Empleador
STA,,EST
Basic,,Básico
Knowledge bonus,,Bonus a Saber
Gold,,Oro
Precise shot,,Disparo Preciso
DEADLY PERFORMANCE,,INTERPRETACIÓN MORTAL
Summon monster VIII,,Convocar Monstruo VIII
Escape Artist,,Escapismo
silver,,plata
Ninja|Level,,Nivel|Ninja
Suggest actions to already fascinated creatures,,Sugiere acciones a criaturas ya fascinadas
Summon monster IX,,Convocar Monstruo X
Max AC DEX,,Max DES a CA
Flight,,Volar
CAVALIER,,CABALLERO
Head,,Cabeza
CLERIC,,CLÉRIGO
Rage 6/day,,Furia 6/Día
Skill|Ranks,,RANGOS|HABIL.
Damage Reduction:,,Reducción Daño:
Light,,Ligero
Use Magic Device,,Usar Objeto Mágico
Balance,,Equilibrio
CRITICAL,,CRITICO
to Hybrid or Animal form:,,a Hibrido o forma Animal:
+2 to saves against enchantments,,+2 a salvaciones contra encantamientos
Temp,,Temp
"Cut out carefully with a sharp knife or scissors,|using the      marks as guides",,"Cortar con cuidado con cuchilla o tijeras,| siguiendo las guias marcadas"
Bonus to Initiative and selected skills when in this terrain,,Bonus a la Iniciativa y a las habilidades elegidas cuando se encuentra en dicho terreno.
Assets,,Posesiones
Indomitable Will,,Voluntad Indomable
MELEE|ATTACK,,ATAQUE|MELEE
Other items,,Otros objetos
Knowledge: Arcana,,Saber: Arcano
XP,,PE
Oratory,,Oratoria
WILD EMPATHY,,EMPATIA SALVAJE
CONTAINER,,CONTENEDOR
Cha,,Car
Class,,CLASE
Controlled Rage,,Furia Controlada
Ki Strike (magic),,Impacto Ki (Mágico)
Racial|Bonus,,Bonif.|Racial
cp,,pc
Summon monster IV,,Convocar Monstruo IV
"Scrolls, Potions,|Wands, Components",,"Pergaminos, Pociones|Varitas, Componentes"
Song of Freedom,,Canción de Libertad
KI POOL,,RESERVA DE KI
Knowledge (psionics),,Conocimiento (Psionica)
Immune to all diseases including magic.,,Inmune a efectos y conjuros de enfermedad.
Manoeuvre Training,,Entrenamiento en Maniobras
STEAL SPELL,,ROBAR CONJURO
Craft (weaving),,Arte (telar)
Combat Reflexes,,Reflejos de Combate
JUDGEMENT,,JUICIO
"Bonus to Initiative, Knowledge (geography), Perception, Stealthand Survival while in aquatic terrains.",,"Bonus a Iniciativa, Saber (geografía), Percepción, Sigilo y Supervivencia en terrenos acuáticos."
Age,,Edad
Parents,,Padres
Resistance,,Resistencia
+ Size|  diff x4,,+ Tamaño|  dif x 4
DC 20,,CD 20
LYCANTHROPE,,LICÁNTROPO
Alchemist|Level,,Nivel de|Alquimista
FAVOURED|CLASS BONUS,,BONUS CLASE|FAVORITA
PSIONICS,,PSIÓNICA
Base|Attack|Bonus,,Bonus|Ataque|Base
(Max 9),,(Maximo 9)
Armour Class Bonus,,Bonificador de Armadura
NATURE BOND,,VÍNCULO CON LA NATURALEZA
Your size and size modifier,,Tu tamaño y modificador de tamaño
Properties,,Propiedades
for every 10ft of your standard move above 30ft,,por cada 10' de tu movimiento estándar por encima de 30'
Favoured Enemy,,Enemigo predilecto 
Wounds,,Heridas
UNREST,,DESORDEN
Consult the book to find out:,,Consulta el libro para buscar:
50ft,,50'
1d3,,1d3
Level,,Nivel
Settlements,,Asentamiento
"Depending on your race, you typically get to pick one favoured class,|which provides you a slight bonus at each level.|Your favoured class does not have to be the first class you take.",,"Dependiendo de tu raza, usualmente puedes elegir una clase favorita,|la cual proporciona un pequeño bonus cada nivel.|Tu clase favorita no tiene porque ser la primera que escojas."
1d8,,1d8
Neth,,Neth
SCOUT,,Batidor
"(round down, min 1)",,"(redondea abajo, min 1)"
"May make a standard or move action,| but not both",,"Puede hacer acción estandar o de movimiento,| pero no ambas"
Dark,,Oscuras
Exhausted,,Exhausto
Religion,,Religión
Type,,Tipo
BLOODLINE,,LINAJE
STERN GAZE,,MIRADA SEVERA
Dexterity|Bonus,,Bon de|Destreza
CMD,,DMC
Coins,,Monedas
Greater Weapon Focus,,Soltura mayor con arma
Armour|& Shield,,Armadura|y Escudo
Slow Fall 50 ft,,Ralentizar Caida 50 Pies
MAX ARMOUR,,ARMADURA MAXIMA
3/silver,,3/plata
"Mass Cure Serious Wounds|Removes the fatigued, sickened and shaken conditions",,"Curar Heridas Serias en Masa|Elimina las condiciones de fatigado, afectado y estremecido"
Sixth Sense +6,,Sexto Sentido +6
SUMMONED CREATURE,,CRIATURA CONVOCADA
FESTIVALS,,FESTIVALES
ALIGNMENT,,ALINEAMIENTO
Copper,,Cobre
ABILITIES,,CARACTERÍSTICAS
(DRUID),,(DRUIDA)
Hide in plain sight,,Esconderse en plena vista
Charisma,,Carisma
Undead,,No muerto
"Sneak attack damage can be applied when a target is flanked oris denied their DEX bonus to AC.|On ranged attacks, it only applies within 30 ft.|It is not multiplied by critical hits.|It cannot be non-lethal unless using a non-lethal weapon.",,"Daño de ataque furtivo se aplica cuando el objetivo es flanqueado o pierde el bonus DES a CA|En ataques a distancia, solo se aplica dentro de 30 pies.|No se multiplica con crítico.|No puede ser no letal, execpto usando armas no letales"
Shugenja|Level,,Nivel de|Shugenja
Katana,,Katana
SCROLLS,,PERGAMINOS
TRAITS,,RASGOS
Samurai|Level,,Nivel|Samurai
Immediately stabilise and remain conscious (but staggered),,Se estabiliza inmediatamente y permanece consciente (pero grogui)
Constitution|Bonus,,Bon de|Constitución
Alignment,,Alineamiento
Autohypnosis,,Auto-Hipnosis
Frost,,Congeladora
PSICRYSTAL,,PSICOCRISTAL
EMPATHY,,EMPATÍA
Profession (architect),,Profesión (Arquitecto)
Immune to fear,,Inmune al miedo
May always take 10 on Stealth checks in these terrains.,,Siempre puede elegir 10 en pruebas de Sigilo en estos terrenos.
Crusader|Level,,Nivel de|Cruzado
Casting|Stat,,Característica|Lanzamiento
Uses|Today,,Usos|Hoy
Dexterity,,Destreza
Creature Type,,Tipo de criatura
Half of Ranger’s,,Mitad del 
MONK OF THE|FOUR WINDS,,MONJE DE LOS|CUATRO VIENTOS
Detect Magic,,Detectar Magia
Base|Attack Bonus /|Monk Level,,Bonus|Ataque Base /|Nivel Monje
Perform (sing),,Interpretar (cantar)
Dispelling Critical,,Crítico Disipador
Abundant step,,Paso abundante
Two-weapon Rend,,Desgarrar con dos armas
DEBTS,,DEUDAS
SAVING THROW,,TIRADA DE SALVACION
Base|Spells,,Conjuros|Base
Gozran,,Gozran
+4 Strength  +4 Constitution  +2 Will  -2 AC,,+4 Fuerza +4 Constitución +2 Voluntad -2 CA
INT - 4,,INT - 4
Background,,Trasfondo
Lamashan,,Lamashan
Crusader Level,,Nivel de Cruzado
Euphoria|Duration,,Duración|Euforia
• Stunned,,• Aturdido
Mythic|Tier,,Tier|Mítico
Bloodline Spell,,Conjuro de linea de sangre
Summon monster III,,Convocar Monstruo III
Critical Focus,,Soltura con los críticos
Treat unarmed attacks as adamantine weapons,,Trata ataques sin arma como armas adamantinas
OATH,,JURAMENTO
Body,,Cuerpo
Fly,,Volar
Constitution|Score,,Puntuación|Constitución
Bonus to ability scores,,Bonus a puntuaciones Características
WILD SHAPE,,FORMA SALVAJE
Hit die,,Dado de Golpe
+ WIS,,+ SAB
Power|Attack,,Ataque|Poderoso
Staggering Critical,,Crítico asombroso
Summon Nature’s Ally VI,,Conovocar Aliado Natural VI
Spell|Resistance,,Resistencia|Conjuros
ARMOUR,,ARMADURA
Temp Attack|Bonus,,Bonus Temp|Ataque
Ki Strike (adamantine),,Impacto Ki (Adamantino)
NOTES,,NOTAS
Saving throw = 10 + Casting Stat + Spell Level,,Prueba Salv = 10 + Caract. Lanzamiento + Nivel Conjuro
Base|Value,,Valor|Base
KNOWN HEXES,,HEXÁGONOS CONOCIDOS
per turn,,por turno
RANGER,,EXPLORADOR
Bonus to saves against charm|and compulsion effects.,,Bonus a Salvaciones contra encantamiento|y efectos compulsión
Detect Curse,,Detectar Maldición
Spells from your opposed schools cost two slots to prepare.,,Los conjuros de las escuelas opuestas ocupan dos huecos
Gunslinger’s Dodge,,Esquiva del pistolero
One hit|point,,Un punto|de golpe
Eyes,,Ojos
-2 Strength  -2 Dexterity    Can’t charge or run,,-2 Fuerza -2 Destreza No puede cargar o correr
Constitution,,Constitución
Knowledge: Aeronautics,,Saber: Aeronáutica
Summon monster V,,Convocar Monstruo V
Automatic success on casting defensively,,Éxito automático cuando se lanza defensivamente
"Smiting damage bonus applies double for the|first successful strike against evil outsiders, |evil dragons and the undead.",,"El bon de daño por castigo se aplica el doble|para el primer golpe exitoso contra ajenos malignos,|dragones malignos y muertos vivientes."
Decipher Script,,Descifrar Escritura
POISON RESISTANCE,,RESISTENCIA A VENENOS
Check Penalty,,Pen a Pruebas
REGULAR PAYMENTS,,PAGOS FIJOS
Shield AC,,CA Escudo
DEFENSIVE CASTING,,Lanzamiento Defensivo
Wandering hex,,Embrujo errante
Knowledge: Geography,,Saber: Geografía
WAY OF THE BOW,,Camino del arco
(Bad),,(Malo)
Dodge,,Esquiva
Bonus Spells|CHA,,Bonif. de Conjuros|CAR
Insults,,Insultos
Tongue of the Sun and Moon,,Lengua del Sol y de la Luna
Cavalier|Level,,Nivel de|Caballero
Trap Sense +1,,Sentido de las Trampas +1
Item can communicate emotional intent.,,Item pueden comunicar empaticamente intenciones.
Metamagic|Adjustment,,Ajuste|Metamágico
Favoured|Enemy,,Enemigo|Predilecto
IN SUMMER,,EN VERANO
Improved Feint,,Finta Mejorada
Great fortitude,,Gran fortitud
Spring attack,,Ataque elástico
SKILLS,,HABILIDADES
Moderate Wounds,,Heridas Moderadas
Improved Impaling Critical,,Crítico Empalador Mejorado
Longsword,,Espada Larga
Summon monster VI,,Convocar Monstruo VI
MONSTER LORE,,CONOCIMIENTO DE MONSTRUOS
SUMMONER,,CONJURADOR
"Your weapon also counts as aligned,|to an alignment that matches your own.",,"Tu arma también cuenta como alineada,|a un alineamiento que coincida con el tuyo."
"1,000 people",,1.000 personas
Mount Type,,Tipo de Montura
