Original,Part of,Translation
FREE MOVEMENT,,SWOBODA DZIAŁANIA
Employer,,Pracodawca
STA,,STA
Power Save DC = 10 + INT + Power Level,,ST Rz. Obr. Na Moc = 10 + INT + Poziom Mocy
Knowledge bonus,,Premia do Wiedzy
Gold,,Złoto
Precise shot,,Precyzyjny strzał
DEADLY PERFORMANCE,,ŚMIERTELNY WYSTĘP
Escape Artist,,Wyzwalanie się
Ninja|Level,,Poziom|Ninja
Profession (miner),,Zawód (górnik)
Suggest actions to already fascinated creatures,,Sugerowanie akcji zafascynowanym istotom
DRAGONFIRE ADEPT,,ADEPT SMOCZEGO OGNIA
Max AC DEX,,Max Zr do KP
Flight,,Lot
Head,,Głowa
Profession (driver),,Zawód (woźnica)
CLERIC,,KAPŁAN
Rage 6/day,,Szał 6/dzień
Damage Reduction:,,Redukcja Obrażeń:
(always active),,(zawsze aktywne)
Light,,Światło
SWORDSAGE,,MĘDRZEC MIECZA
Use Magic Device,,Używanie Magicznych Urządzeń
Balance,,Zachowanie Równowagi
to Hybrid or Animal form:,,to formy Hybrydy lub zwierzęcia
+2 to saves against enchantments,,+2 do rz. obr. przeciw oczarowaniom
Arcane Dilettante 3,,Amator Tajemnic 3
Temp,,Tymczasowy
Spell / Spell-Like Ability,,Czar / Zdolność Czaropodobna
ITEMS,,PRZEDMIOTY
Profession (porter),,Zawód (tragarz)
"While raging, deal additional damage:",,"Kiedy w szale, zadaje dodatkowe obrażenia:"
Assets,,Majątek
Indomitable Will,,Niezłomna Wola
MELEE|ATTACK,,ZWARCIE
REBUKE UNDEAD,,KARCENIE NIEUMARŁYCH
Other items,,Inne przedmioty
Knowledge: Arcana,,Wiedza: Tajemna
XP,,PD
Oratory,,Oratorium
WILD EMPATHY,,WIĘŹ Z DZICZĄ
CONTAINER,,POJEMNIK
Cha,,Cha
Class,,Klasa
STANCES,,POSTAWY
Ki Strike (magic),,Uderzenie Ki (magia)
cp,,sm
"Scrolls, Potions,|Wands, Components",,"Zwoje, Mikstury,|Różdżki, Komponenty"
Song of Freedom,,Pieśń Wolności
KI POOL,,UDERZENIE KI
Knowledge (psionics),,Wiedza (psionika)
Manoeuvre Training,,Mistrz Manewrów
Craft (weaving),,Rzemiosło (tkactwo)
Combat Reflexes,,Zmysł Walki
JUDGEMENT,,DOSTOSOWANIE
"Bonus to Initiative, Knowledge (geography), Perception, Stealthand Survival while in aquatic terrains.",,"Premia do Inicjatywy, Wiedzy (geografia), Percepcji, Ukrywania się i Sztuki Przetrwania w wodnych terenach"
Age,,Wiek
Parents,,Rodzice
Resistance,,Odporność
+ Size|  diff x4,,+ Różnica|rozmiaru x4
DC 20,,ST 20
LYCANTHROPE,,LIKANTROPIA
Alchemist|Level,,Poziom|Alchemika
FAVOURED|CLASS BONUS,,PREMIA Z|ULUBIONEJ KLASY
PSIONICS,,PSIONIKA
Base|Attack|Bonus,,Bazowa|Premia|do Ataku
(Max 9),,(Max 9)
Armour Class Bonus,,Premia do KP
NATURE BOND,,WIĘŹ Z DZICZĄ
Your size and size modifier,,Twój rozmiar i modyfikator rozmiaru
Properties,,Właściwości
for every 10ft of your standard move above 30ft,,na każde 3m twojego standardowego ruchu powyżej 9m
Favoured Enemy,,Ulubiony Wróg
Elemental Fury ×1,,Furia Żywiołów ×1
Wounds,,Rany
UNREST,,NIEPOKOJE
Consult the book to find out:,,Sprawdź w książce aby określić:
50ft,,15m
"Magic Weapon, Greater",,"Magiczna Broń, Potężniejsza"
Level,,Poziom
Settlements,,Osady
"Depending on your race, you typically get to pick one favoured class,|which provides you a slight bonus at each level.|Your favoured class does not have to be the first class you take.",,"Zależnie od twojej rasy, wybierasz jedną ulubioną klasę,|zapewniającą niewielką premię na każdym poziomie.|Twoja ulubiona klasa nie musi być pierwszą klasą którą weźmiesz."
1d8,,1k8
Neth,,Neth
SCOUT,,ZWIADOWCA
"(round down, min 1)",,"(zaokrąglane w dół, min 1)"
"May make a standard or move action,| but not both",,"Może wykonywać akcję ruchu lub standardową,|ale nie obydwie"
Dark,,Mroczne
Moment of Prescience,,Chwilowe Olśnienie
Religion,,Religia
Type,,Rodzaj
BLOODLINE,,WIĘZY KRWI
Dexterity|Bonus,,Zręczność|Premia
CMD,,OMB
Coins,,Monety
(BARBARIAN!),,(BARBARZYŃCA!)
Greater Weapon Focus,,Doskonalsze Skupienie na Broni
Armour|& Shield,,Zbroja|i Tarcza
Slow Fall 50 ft,,Powolny Upadek 15m
Profession (fisherman),,Zawód (rybak)
"Mass Cure Serious Wounds|Removes the fatigued, sickened and shaken conditions",,Zbiorowe Leczenie Poważnych Ran|Usuwa zmęczenie oraz objawy chorów
DC MODIFIERS,,MODYFIKATORY ST
SUMMONED CREATURE,,PRZYZWANA ISTOTA
CHAKRAS,,CZAKRY
IMMORTAL,,NIEŚMIERTELNY 
ALIGNMENT,,CHARAKTER
Copper,,Miedź
ABILITIES,,ATRYBUTY
(DRUID),,(DRUID)
Hide in plain sight,,Ukrywanie się na widoku
Charisma,,Charyzma
Evard’s Black Tentacles,,Czarne Macki Evarda
Shugenja|Level,,Poziom|Shugenja
SCROLLS,,ZWOJE
TRAITS,,CECHY
Samurai|Level,,Poziomy|Samuraja
Rebuking|Check,,Wynik|Testu Karcenia
Alignment,,Charakter
Autohypnosis,,Autohipnoza
Frost,,Zimno
PSICRYSTAL,,PSIKRYSZTAŁ
Profession (architect),,Zawód (architekt)
Crusader|Level,,Poziom|Krzyżowca
Casting|Stat,,Poziom|Czarującego
Uses|Today,,Użyć|Dziś
Dexterity,,Zręczność
Bonus Feat,,Atut Premiowy
Creature Type,,Rodzaj Stworzenia
"Resistance 10 against acid, cold and electricity.",,"Odporność 10 na kwas, zimno i elektryczność."
Detect Magic,,Wykrycie Magii
Base|Attack Bonus /|Monk Level,,Bazowa|Premia do Ataku /|Poziom Mnicha
Perform (sing),,Występy (śpiew)
Dispelling Critical,,Rozpraszający Krytyk
Abundant step,,Daleki krok
Base|Spells,,Czary|Bazowe
+4 Strength  +4 Constitution  +2 Will  -2 AC,,+4 Siły +4 Budowy +2 Woli -2 KP
INT - 4,,INT - 4
Background,,Tło
Lamashan,,Lamashan
Crusader Level,,Poziom Krzyżowca
Mythic|Tier,,Mityczny|Poziom
Contagion,,Zakażenie
Modifiers,,Modyfikatory
SPELLTHIEF,,CZAROKRADZIEJ
Repair Moderate Damage,,Naprawianie Średnich Obrażeń
Line of Electricity,,Pomień Elektryczności
Critical Focus,,Krytyczne Skupienie
Treat unarmed attacks as adamantine weapons,,Atak bez broni należy traktować jako oręż adamantytowy
OATH,,PRZYSIĘGA
Body,,Ciało
Two-weapon Defence,,Defensywna Walka Dwoma Orężami
Colour Spray,,Deszcz Kolorów
Fly,,Latanie
Constitution|Score,,Wartość|Budowy
Bonus to ability scores,,Premia do wartości atrybutu
WILD SHAPE,,KSZTAŁT NATURY
Hit die,,Kość Wytrzymałości
Power|Attack,,Potężny|Atak
Staggering Critical,,Oszałamiający Krytyk
Spell|Resistance,,Odporność|na Czary
ARMOUR,,ZBROJA
Temp Attack|Bonus,,Tymczasowa Premia|do Ataku
INSPIRATION POINTS,,PUNKTY INSPIRACJI
Ki Strike (adamantine),,Uderzenie Ki (Adamantyt)
NOTES,,NOTATKI
WARLOCK,,CZARNOKSIĘŻNIK
Saving throw = 10 + Casting Stat + Spell Level,,Rzut Obronny = 10 + Poziom Czarującego + Poziom Czaru
Base|Value,,Bazowa|Wartość
KNOWN HEXES,,ZNANE HEXY
per turn,,na turę
RANGER,,TROPICIEL
Martial Adept|Class Levels,,Poziomy Klas|Adeptów Walki
Spells from your opposed schools cost two slots to prepare.,,Czary z twojej przeciwnej szkoły zużywają 2 komórki
Arcane Dilettante 1,,Amator Tajemnic 1
One hit|point,,Jeden punkt|wytrzymałości
Eyes,,Oczy
-2 Strength  -2 Dexterity    Can’t charge or run,,-2 Siły -2 Zręczności Nie może szarżować lub biec
Constitution,,Budowa
Knowledge: Aeronautics,,Wiedza: Aeronautyka
"Smiting damage bonus applies double for the|first successful strike against evil outsiders, |evil dragons and the undead.",,"Premia do obrażeń od ugodzeń podwaja się dla pierwszego udanego uderzenia przeciw złym przybyszom, złym mokom i nieumarłym."
Decipher Script,,Odszyfrowanie Zapisków
8 to 12,,8 - 12
Check Penalty,,Kara do Testów
REGULAR PAYMENTS,,REGULARNE OPŁATY
Dread Necromancer|Level,,Straszny Nekromanta|Poziom
Shield AC,,Tarcza
Knowledge: Geography,,Wiedza: Geografia
Dodge,,Uniki
Bonus Spells|CHA,,Czary premiowe|CHA
Insults,,Zniewagi
Tongue of the Sun and Moon,,Język Słońca i Księżyca
Cavalier|Level,,Poziom|Kawalerzysty
Trap Sense +1,,Wyszukiwanie Pułapek +1
Metamagic|Adjustment,,Dostosowanie|z Metamagii
Favoured|Enemy,,Preferowany|Wróg
Psion|Level,,Poziom|Psiona
IN SUMMER,,LATEM
Improved Feint,,Doskonalsza Finta
Great fortitude,,Zwiększona wytrwałość
Spring attack,,Atak z doskoku
SKILLS,,UMIEJĘTNOŚĆI
Moderate Wounds,,Średnie Rany
Improved Impaling Critical,,Doskonalszy Przebijający Krytyk
Disintegrate,,Dezintegracja
MONSTER LORE,,WIEDZA O POTWORACH
Warblade|Level,,Poziom|Ostrza Wojny
Specialist|Spells,,Czary ze|Specjalizacji
Mount Type,,Rodzaj Wierzchowca
Fatigue|Modifier,,Modyfikator|Zmęczenia
hd,,kw
- Size|  mod x4,,- Mod. z|Rozmiaru x4
DOMAINS,,DOMENY
Cleric Level,,Poziom Kapłana
at half speed,,z połową prędkośći
25ft,,"7,5m"
Hexblade|Level,,Poziom|Klątwiarza
Scales +3,,Łuski +3
"Delayed death by days equal to monk level, once a week",,"Opóźnia śmierć na ilość dni równych poziomowi mnicha, raz na tydzień"
Bonus feat,,Premiowy atut
Appraise,,Szacowanie
Cloudkill,,Zabójcza chmura
Ki powers can only be used if|a ninja is wearing no armour|and is unencumbered.,,Moce Ki mogą zostać użyte tylko|jeżeli ninja nie nosi pancerza|i jest nieobciążony.
Valuables,,Kosztowności
Stunning Fist,,Oszałamiająca Pięść
Acrobatic,,Akrobatyka
Two-handed weapon,,Broń dwuręczna
Intimidate,,Zastraszanie
Charisma|Score,,Wartość|Charyzmy
Weapon and armour proficiencies,,Biegłości w broni i pancerzu
Synergy,,Synergia
Bonus to all|saving throws,,Premia do wszystkich|rz. obr.
Spymaster,,Naczelny Szpieg
"Use the starting wealth for your class, or a value supplied by your GM.",,Użyj startowego majątku twojej klasy lub wartości podanej przez MP.
Monk bonus applies when|unarmoured and unencumbered,,Premie mnicha stosuje się|gdy nieuzbrojony i nieobciążony
Feats,,Atuty
EARTH,,ZIEMIA
FIRE,,OGIEŃ
Invocation|Save DC,,Inwokacja|ST Rz. Obr.
Dislikes,,Nielubiane
Kingdom,,Królestwo
A natural lycanthrope’s bite afflicts the victim with|afflicted lycanthropy.,,Ugryzienie naturalnego likantropa|zaraża ofiarę
Knowledge - INT|Profession - WIS,,Wiedza - INT|Zawód - RZT
20ft,,6m
Inflict Critical Wounds,,Zadawanie Krytycznych Ran
Skill|Bonus,,Premia z|Umiejętności
Damage,,Obrażenia
Improved Uncanny Dodge,,Doskonalszy Nieświadomy Unik
SNEAK ATTACK,,PODSTĘPNY ATAK
+2 to any one ability score,,+2 do dowolnego Atrybutu
Grand Diplomat,,Główny Dyplomata
CHA,,CHA
2 pt,,2 ptk
if you fail a jump by 4 or less,,Jeśli nie powiedzie się test skoku o 4 lub mniej
Save DC,,ST Rz. Obr.
"Diplomacy, Sense Motive",,Dyplomacja. Wyczucie Pobudek
Bonus|Spells,,Czary|Premiowe
"Turn, Halt,|Rout and|Destroy Undead",,"Odpędzanie, Zatrzymywanie|i Niszczenie|Nieumarłych"
Attribute|scores,,Wartości|Atrybutów
Profession (barrister),,Zawód (adwokat)
Dwarf,,Krasnolud
Slow Fall 60 ft,,Powolny Upadek 18m
Least,,Drobne
CALENDAR,,KALENDARZ
Attack Bonus,,Premia do ataku
Fire,,Ognień
8ft,,"2,4m"
Points Healed,,Punkty Wyleczone
SMITE EVIL,,UGODZENIE ZŁA
WU JEN,,WU JEN
BRAVERY,,ODWAGA
Temp|Modifier,,Tymczasowy|Modyfikator
Suggest actions to one already fascinated creature,,Sugeruje akcję jednej zafascynowanej istocie
Disruptive Attack,,Niszczący Atak
SAVE DC,,ST Rz. Obr.
Affiliation,,Przynależność
Platinum,,Platyna
second sneak attack in a round,,drugi podstępny atak w rundzie
DOMAIN,,DOMENA
Weapon Specialisation  (,,Specjalizacja Broni
Uses|per day,,Użycia|na dzień
KI POWERS,,MOCE KI
Sixth Sense +4,,Szósty Zmysł +4
WILL,,WOLA
MERCIES,,ŁASKI
ECONOMY,,EKONOMIA
Line of Fire,,Promień Ognia
Character Name,,Imię 
- 1 per 5lb| carried,,"- 1 na 2,5kg|obciążenia"
Immune to all poisons,,Odporny na wszystkie trucizny
Hands,,Dłonie
Knowledge:,,Wiedza:
Enhancements,,Wzmocnienia
Invocation|Level,,Poziom|Inwokacji
Duskblade|Level,,Poziom|Ostrza Zmierzchu
CLASS,,KLASA
Human,,CZłowiek
INSPIRE GREATNESS,,INSPIROWANIE WIELKOŚCI
SORCERER,,ZAKLINACZ
Character traits,,Cechy postaci
Unarmed|Strike|Damage,,Obrażenia|z Ataku|bez Broni
Hair,,Włosy
TRUE JUDGEMENT,,PRAWDZIWY OSĄD
Total skill|ranks,,Suma rang|umiejętności
GRAPPLE,,ZWARCIE
"Weapons, Ammo",,"Bronie, Pociski"
CHANGE SHAPE,,ZMIANA KSZTAŁTU
KINGDOM SIZE,,WIELKOŚĆ KRÓLESTWA
Slow Fall any distance,,Powolny Upadek dowolna wysokośc
Knowledge (geography),,Wiedza (geografia)
pp,,sp
Knowledge (local),,Wiedza (miejscowa)
Uses per day,,Użyć dziennie
Specialist|Spell,,Czary ze|Specjalizacji
x 4,,x 4
"Using any combination of|unarmed strikes and Monk|weapons: Kama, Nunchaku,|Quarterstaff, Sai, Shuriken,|Siangham",,"Używa dowolnej kombinacji ataków|kończynami i brońmi Mnicha takimi|jak: Kama, Nunchaku,|Drąg, Sai, Shuriken,|Siangham"
Healing Points,,Punkty Leczenia
Spell Save DC = 10 + Stat + Spell Level,,ST Rz. Obr. = 10 + Mod. Atr. + Poziom Czaru
Size Modifier|× 4,,Modyfikator|z Rozmiaru ×4
Artillerist|Level,,Poziomy|Artylerzysty
SAVING|THROWS,,RZUTY|OBRONNE
"Use your base or animal score, whichever is higher",,Użyj większej z twojej zwierzęcej i podstawowej postaci
Mass Inflict Light Wounds,,"Zadawanie Lekkich Ran, Zbiorowe"
RAGE!,,SZAŁ!
Can communicate with related animals.,,Może porozumiewać się ze spokrewnionymi zwierzętami.
2d6,,2k6
ATTACK,,ATAK
Diamond Body,,Diamentowe Ciało
Craft (sculpting),,Rzemiosło (rzeźbiarstwo)
POWER LEVELS,,POZIOMY MOCY
Line of Acid,,Promień Kwasu
Finger of Death,,Palec Śmierci
Summoned|Mount Today,,Przyzwane|Wierzchowce Dziś
"Bonus to Initiative, Knowledge (geography), Perception, Stealth,Survival and Swim while in aquatic terrains.",,"Premia do Inicjatywy, Wiedzy (geografia), Percepcji, Ukrywania się, Sztuki Przetrwania i Pływania w wodnych terenach"
Treat hands as weapons,,Dłonie traktowane jako broń
Craft (cooking),,Rzemiosło (gotowanie)
INT - 8,,INT - 8
Royal Enforcer,,Królewski Egzekutor
Ability|Modifier,,Modyfikator|z Atrybutu
RACIAL ABILITIES,,ZDOLNOŚCI RASOWE
SOOTHING PERFORMANCE,,KOJĄCA PIEŚŃ
Hit Dice,,KW
Basic attributes,,Bazowe Atrybuty
Cast spells in heavy armour with no risk of spell failure,,Rzuca czary w ciężkiej zbroi bez ryzyka niepowodzenia
Deflection|Modifier,,Modyfikator|z Odbicia
Modifier = (Ability Score - 10) ÷ 2,,Modyfikator = (Wartość Atrybutu - 10) / 2
Ammo,,Amunicja
-4 initiative; 20% miss chance when attacking|-4 on opposed Perception|automatically fail Perception checks for sound,,-4 do inicjatywy; 20% szansy na chybienie|-4 do rzutów na Percepcje|automatycznie oblewa testy Percepcji oparte na dźwięku
Light <illumination>,,Światło <
KINGDOM|POPULATION,,POPULACJA|KRÓLESTWA
BATTLE FORTITUDE,,BOJOWA WYTRWAŁOŚĆ
Profession (clerk),,Zawód (urzędnik)
Swordsage|Level,,Poziom|Mędrca Miecza
Pick a class,,Wybierz klasę
Concentration,,Koncentracja
QUIVERING PALM,,DRŻĄCA PIĘŚĆ
Ronin|Level,,Poziomy|Ronina
Spring Attack,,Atak z Doskoku
Able to take 10 on any skill,,Może przyjąć 10 w teście dowolnej umiejętności
Observant,,Spostrzegawczy
Undetectable Alignment,,Niewykrywalny Charakter
FIST OF THE|DRAGON,,PIĘŚĆ|SMOKA
Elemental Fury ×3,,Furia Żywiołów ×3
Perform (comedy),,Występy (komizm)
Don’t die until negative hp equals double your constitution score.,,"Nie umierasz, dopóki wartość twoich negatywnych pw nie równa się twojej podwojonej budowie."
Heal / Harm,,Leczenie / Zadawanie Ran
Non-lethal,,Stłuczenia
ATTACKS,,ATAKI
3-LEVEL|BONUS,,3-POZIOM|PREMIA
Percussion,,Bębny
Unconscious,,Nieprzytomny
Inspiration Points Used,,Wykorzystane Punkty Inspiracji
Speed with Armour,,Prędkość w Zbroi
Rage 5/day,,Szał 5/dzień
WIS,,RZT
POPULACE,,LUDNOŚĆ
Rapid Shot,,Szybki strzał
Treat unarmed attacks as magic weapons,,Ataki bez broni są traktowane jak oręż magiczny
KINGDOM FINANCES,,FINANSE KRÓLESTWA
"If unrest is more than 10, abandon a hex",,Jeśli poziom zamieszek przekracza 10 tracisz hexa.
Initiative roll is always 20.,,Rzut na inicjatywę to zawsze 20.
"Does not apply to undead, constructs, oozes, plants, incorporeal|creatures, and creatures immune to extra damage from critical hits.",,"Nie dotyczy nieumarłych, konstruktów, śluzów, roślin, istot|niematerialnych oraz odpornych na ataki krytyczne."
WIS - 8,,RZT - 8
COMBAT,,WALKA
Profession (midwife),,Zawód (położna)
ANIMAL COMPANION,,ZWIERZĘCY TOWARZYSZ
KNOWN POWERS,,ZNANE MOCE
11 to 15,,11 - 15
Temp CMB,,Tymczasowe PMB
Hit Die,,KW
Ranks,,Rangi
Barony,,Baronia
INTELLIGENT ITEM,,INTELIGENTNY PRZEDMIOT
d4 / d8,,k4 / k8
POTIONS,,MIKSTURY
METAMAGIC SPECIALIST,,SPECJALISTA METAMAGII
Location,,Lokacja
ANIMAL FORM,,ZWIERZĘCA FORMA
Listen,,Nasłuchiwanie
MARTIAL ADEPT,,ADEPT WALKI
TAKE 10,,PRZYJMIJ 10
Fly Speed,,Prędkość Lotu
Improved Disarm,,Doskonalsze Rozbrajanie
DC,,ST
Knowledge: Psionics,,Wiedza: Psionika
Wu Jen|Level,,Poziom|Wu Jen
1 pt,,1 ptk
Swim,,Pływanie
Bard Level,,Poziom Barda
+8 Strength  +8 Constitution  +4 Will  -2 AC,,+8 Siły +8 Budowy +4 Woli -2 KP
Special Ammo,,Specjalna Amunicja
Common,,Wspólny
WARBLADE,,OSTRZE WOJNY
BUILD A CHARACTER,,SKONSTRUUJ POSTAĆ
Knowledge: The Planes,,Wiedza: Plany
Base|Points,,Bazowe|Punkty
LAY ON HANDS,,NAKŁADANIE RĄK
2d8 / 4d8,,2k8 / 4k8
Gate,,Brama
Scintillating Pattern,,Barwny Wzór
Headband,,Opaska
hp,,pw
TAX,,PODATEK
SKILL|RANKS,,RANGI|UMIEJĘTNOŚCI
Erastus,,Erastus
Single-minded,,Jednomyślny
Favoured Enemy Bonus,,Premia od Ulubionego Wroga
SHUGENJA ORDER,,ZAKON SHUGENDŌ
Reflex,,Refleks
Green,,Zielony
Diplomacy,,Dyplomacja
Consult the book to see what increase you get to your|Base Attack Bonus and Saving Throws at this level.,,Sprawdź w książce jakie są wartości twoich|Rzutów Obronnych i Podstawowej Premii do Ataku
"Equipment does not meld between Humanoid and|Hubrid forms, but does with Animal form.",,"Ekwipunek nie wtapia się pomiędzy formą Humanoidalną|a Hybrydową, jedynie z formą Zwierzęcia"
Elemental Fury ×5,,Furia Żywiołów ×5
Trained,,Wyszkolona
Ring,,Pierścień
Inspire Courage,,Inspirowanie Odwagi
SPELL|RANGE,,ZASIĘG|CZARU
Control Shape,,Panowanie nad Kształtem
Wis,,Rzt
Tumble,,Zwinność
Threat range,,Obszar zagrożenia
COMBAT STYLE,,STYL WALKI
Accuracy,,Celność
"Sneak attack damage can be applied when a target is flanked or|is denied their DEX bonus to AC.|On ranged attacks, it only applies within 30 ft.|It is not multiplied by critical hits.|It cannot be non-lethal unless using a non-lethal weapon.",,Obrażenia z podstępnego ataku można stosować gdy cel jest flankowany lub stracił premię ze ZR do KP.|W przypadku ataków dystansowych stosuje je się tylko w zasięgu 9m.|Nie ulegają zwiększeniu w wyniku uderzeń krytycznych.|Obrażenia powodują śmierć tylko w przypadku używania zabójczej broni.
TOTAL FUNDS,,WSZYSTKIE FUNDUSZE
Break Enchantment,,Złamanie Zaklęcia
Sml / Lrg,,Mały / Duży
Trap Sense +6,,Wyszukiwanie Pułapek +6
Enemies are frightened and flee your performance,,Przeciwnicy są przerażeni twoim występem i uciekają
Creature type,,Typ Stworzenia
BRAINS OVER BRAWN,,UMYSŁ TĘŻSZY NIŻ MUSKUŁY
Immune to all diseases,,Odporny na wszystkie choroby
Special properties,,Specjalne właściwości
4d8,,4k8
Waist,,Pas
Concept,,Koncept
MANOEUVRES,,MANEWRY
Bonus|Feats,,Premiowe|Atuty
Unconcious,,Nieprzytomny
Perception,,Percepcja
Handle Animal,,Postępowanie ze Zwierzętami
Invocation,,Inwokacja
Blindsense 30ft,,Ślepozmysł 9m
Class skills,,Umiejętności Klasowe
Knowledge (nobility),,Wiedza (szlachta)
Paladin Level,,Poziom Paladyna
Improved Two-weapon Fighting,,Doskonalsza Walka Dwoma Orężami
ORIGINS,,KORZENIE
CLASS ABILITIES,,ZDOLNOŚCI KLASOWE
DRACONIC WRATH,,SMOCZY GNIEW
"Racial,|Feats",,"Rasowe,|Atuty"
+ 4 to all saving throws|+ 4 to AC,,+4 do wszystkich rzutów obronnych|+4 do KP
Shot on the run,,Strzał w biegu
Skill Ranks,,Punkty Umj.
Class|Level,,Poziom|Klasy
Deafening Critical,,Ogłuszający Krytyk
"Traits are aspects of your background that can add depth to a character.|Ask your GM if you get to pick any traits, and if so how many.|A common allocation is:",,"Cechy mogą dodać głębi twojej postaci.|Zapytaj MP czy masz wziąć jakieś cechy, a jeśli tak to ile.|Zazwyczaj są to:"
DORJES,,DORDŻE
(From level 3),,(Od 3. poziomu)
ATTRIBUTES,,ATRYBUTY
Nimble,,Zwinność
Attack,,Atak
Profession (cook),,Zawód (kucharz)
Power,,Moc
COMMAND DC,,ST ROZKAZÓW
WANDS,,RÓŻDŻKI
Fatigued,,Zmęczony
Spell|Level,,Poziom|Czaru
Resources,,Zasoby
Sympathetic,,Współczujący
FAVOURED CITY,,ULUBIONE MIASTO
Is this a favoured class?,,Czu jest to ulubiona klasa?
PERFORMANCES,,WYSTĘPY
Base Weapon,,Podstawowa Broń
SPELL BOOK,,KSIĘGA CZARÓW
Factotum Level,,Poziom Machera
WIS - 12,,RZT - 12
Fox’s Cunning,,Spryt Lisa
Area,,Obszar
Trap Sense +2,,Wyszukiwanie Pułapek +2
MYSTERY,,TAJEMNICE
CASH,,PIENIĄDZE
Foes|Today,,Wrogowie|Dzisiaj
Blade Barrier,,Bariera z Ostrzy
Conditional Modifiers,,Inne Modyfikatory
Duration,,Czas
Light Wounds,,Lekkie Rany
Perform (oratory),,Występy (oratorstwo)
AURA OF FEAR,,AURA STRACHU
Hero,,Bohaterski
BUILDINGS,,BUDYNKI
120 ft,,36m
12 to 16,,12 - 16
Ranger|Level,,Poziom|Tropiciela
Effective|Character|Level,,Efektywny|Poziom|Postaci
Critical Wounds,,Krytyczne Rany
Critical Range,,Zasięg Krytyka
45ft,,"13,5m"
Weapon Mastery,,Mistrzostwo w Broni
Radius centred|on the Cleric,,Obszar wokół|Kapłana
Focus,,Skupienie
BUFFS,,PREMIE
"Ask your GM how to create your basis scores. He might give you a|fixed array, ask you to roll dice, or use a point buy system.",,"Zapytaj swojego MP jak wygenerować podstawowe statystyki. Może dać Ci|gotowe wartości, kazać rzucać kością lub użyć systemu punktowego."
Temp Speed,,Tymczasowa Prędkość
POWER STONES,,KAMIENIE MOCY
Artificer|Level,,Poziomy|Wynalazcy
ATTACK BONUS,,PREMIA DO ATAKU
Granted Power,,Zesłana Moc
Initiative,,Inicjatywa
Rogue|Level,,Poziom|Łotrzyka
Swim Speed,,Prędkosć Pływania
Channel Positive Energy,,Kierunkowanie Pozytywnej Energii
Racial|bonus,,Modyfikatory|rasowe
Craft (bowmaking),,Rzemiosło (łuczarstwo)
VERSATILE PERFORMANCE,,WSZECHSTRONNY WYSTĘP
Mass Spell Level,,Zbiorowy Poziom Czarów
Sending,,Przesłanie Wieści
Class Skills,,Umiejętności klasowe
NINJA,,NINJA
Detect Good / Evil / Law / Chaos,,Wykrycie Dobra / Zła / Prawa / Chaosu
Deflect Arrows,,Odbijanie Strzał
MOVE THROUGH THREATENED SQUARE,,RUCH PRZEZ ZAGROŻONY OBSZAR
Uses Today,,Użycia Dzisiaj
FOCUSED SPECIALIST,,SKUPIONY SPEJALISTA
ARMOUR TRAINING,,SZKOLENIE W ZBROI
Comedy,,Komedia
(ROGUE),,(ŁOTRZYK)
Craft (brewery),,Rzemiosło (browarnictwo)
Clothes / Body,,Ubrania / Ciało
(Minimum 1),,(Minimum 1)
d10 / 3d6,,k10 / 3k6
Ready,,Gotowy
or,,lub
Scout|Level,,Poziom|Zwiadowcy
Diamond Soul,,Diamentowa Dusza
Favoured|Soul Level,,Poziom|Ulubieńca Bogów
MELEE,,ZWARCIE
"Place of origin, nationality, culture",,"Pochodzenie, naród, kultura"
WIZARD,,CZARODZIEJ
Inflict Serious Wounds,,Zadawanie Poważnych Ran
Black,,Czarny
Treasury funds,,Fundusze
SAVING THROW DC,,ST RZUTU OBRONNEGO
Crown,,Głowa
+10ft,,+3m
Debts,,Długi
KI WEAPONS,,BRONIE KI
Spell resistance:,,Odporność na czary:
Likes,,Upodobania
Dodge|Modifier,,Premia|z Uników
"Bonus to Initiative, Climb, Knowledge (geography), Perception, Stealth and Survival while in mountain terrains.",,"Premia do Inicjatywy, Wspinania się, Wiedzy (geografia), Percepcji, Ukrywania się i Sztuki Przetrwania w górskich terenach"
"One background trait, connected to your character’s origin",,"Jedna cecha, związana z twoich pochodzeniem"
Greater Flurry,,Potężniejszy Grad Ciosów
Use in place of Diplomacy to improve the attitude of an animal,,Użyj zamiast Dyplomacji aby zyskać przychylność zwierzęcia
Ruler,,Władca
Domain,,Doemna
Smitings Today,,Ugodzeń Dzisiaj
(cannot use metamagic),,(nie może używać metamagii)
TURN / REBUKE UNDEAD,,ODPĘDZANIE / KARCENIE NIEUMARŁYCH
17 to 20,,17 - 20
Standard,,Standardowa
Stunned,,Oszołomiony
Temp AC,,Tymczasowa KP
PALADIN,,PALADYN
Str,,S
Fast|Movement,,Szybkie|Poruszanie się
DC 25,,ST 25
DIRGE OF DOOM,,LAMENT ZAGŁADY
Monk Level|÷ 4,,Poziom Mnicha|/ 4
Sarenith,,Serenith
Gather Information,,Zbieranie Informacji
Burrow Speed,,Prędkość Rycia
Acid,,Kwas
BONUS FEATS,,ATUTY PREMIOWE
4ft,,"1,2m"
Craft (bookbinding),,Rzemiosło (introligatorstwo)
Circle of Death,,Krąg Śmierci
Multiplier,,Mnożnik
BASE ATTACK & SAVING THROWS,,BAZOWA PREMIA I RZUTY OBRONNE
