Original,Part of,Translation
Snowcaster,Snowcaster|See normally in icy conditions;cast fire spells as cold spells.,Snowcaster
See normally in icy conditions;cast fire spells as cold spells.,Snowcaster|See normally in icy conditions;cast fire spells as cold spells.,See normally in icy conditions;cast fire spells as cold spells.
USES,USES PER DAY,USES
PER DAY,USES PER DAY,PER DAY
Gain a bonus to saving throws -,Gain a bonus to saving throws - 1 ki point,Gain a bonus to saving throws -
1 ki point,Gain a bonus to saving throws - 1 ki point,1 ki point
�a�� a�ains�,�a�� a�ains�|  ����a��,�a�� a�ains�
����a��,�a�� a�ains�|  ����a��,����a��
DEVOTED STRIKES,DEVOTED STRIKES|PER DAY,DEVOTED STRIKES
PER DAY,DEVOTED STRIKES|PER DAY,PER DAY
Sneak attack damage can be applied when a target is flanked or|is denied their,"Sneak attack damage can be applied when a target is flanked or|is denied their DEX bonus to AC.|On ranged attacks, it only applies within 30 ft.|It is not multiplied by critical hits.|It cannot be non-lethal unless using a non-lethal weapon.",Sneak attack damage can be applied when a target is flanked or|is denied their
DEX,"Sneak attack damage can be applied when a target is flanked or|is denied their DEX bonus to AC.|On ranged attacks, it only applies within 30 ft.|It is not multiplied by critical hits.|It cannot be non-lethal unless using a non-lethal weapon.",DEX
bonus to,"Sneak attack damage can be applied when a target is flanked or|is denied their DEX bonus to AC.|On ranged attacks, it only applies within 30 ft.|It is not multiplied by critical hits.|It cannot be non-lethal unless using a non-lethal weapon.",bonus to
AC,"Sneak attack damage can be applied when a target is flanked or|is denied their DEX bonus to AC.|On ranged attacks, it only applies within 30 ft.|It is not multiplied by critical hits.|It cannot be non-lethal unless using a non-lethal weapon.",AC
".|On ranged attacks, it only applies within 30 ft.|It is not multiplied by critical hits.|It cannot be non-lethal unless using a non-lethal weapon.","Sneak attack damage can be applied when a target is flanked or|is denied their DEX bonus to AC.|On ranged attacks, it only applies within 30 ft.|It is not multiplied by critical hits.|It cannot be non-lethal unless using a non-lethal weapon.",".|On ranged attacks, it only applies within 30 ft.|It is not multiplied by critical hits.|It cannot be non-lethal unless using a non-lethal weapon."
Wild Shape,Wild Shape|Become any small or medium animal,Wild Shape
Become any small or medium animal,Wild Shape|Become any small or medium animal,Become any small or medium animal
"As a swift action, gain a bonus on all firearm damage rolls equal|to","As a swift action, gain a bonus on all firearm damage rolls equal|to CHA until the end of turn.","As a swift action, gain a bonus on all firearm damage rolls equal|to"
CHA,"As a swift action, gain a bonus on all firearm damage rolls equal|to CHA until the end of turn.",CHA
until the end of turn.,"As a swift action, gain a bonus on all firearm damage rolls equal|to CHA until the end of turn.",until the end of turn.
SHARE FAVOURED ENEMY,SHARE FAVOURED ENEMY|DURATION,SHARE FAVORED ENEMY
DURATION,SHARE FAVOURED ENEMY|DURATION,DURATION
Improved Vital Strike,Improved Vital Strike    Make a single attack for two extra sets of damage dice,Improved Vital Strike
Make a single attack for two extra sets of damage dice,Improved Vital Strike    Make a single attack for two extra sets of damage dice,Make a single attack for two extra sets of damage dice
RUMOURS,RUMOURS|PER WEEK,RUMOURS
PER WEEK,RUMOURS|PER WEEK,PER WEEK
Escape Route,Escape Route    Don’t provoke AoO when adjacent to an ally,Escape Route
Don’t provoke AoO when adjacent to an ally,Escape Route    Don’t provoke AoO when adjacent to an ally,Don’t provoke AoO when adjacent to an ally
PERFORMANCE,PERFORMANCE|PER DAY,PERFORMANCE
PER DAY,PERFORMANCE|PER DAY,PER DAY
QUIVER,QUIVER DAYS,QUIVER
DAYS,QUIVER DAYS,DAYS
Snap shot,Snap shot    AoO with a ranged weapon within 5ft,Snap shot
AoO with a ranged weapon within,Snap shot    AoO with a ranged weapon within 5ft,AoO with a ranged weapon within
5ft,Snap shot    AoO with a ranged weapon within 5ft,5ft
RAGE!,RAGE!|Duration,RAGE!
Duration,RAGE!|Duration,Duration
"As above, but cast","As above, but cast Resurrection.|This requires that your ki pool contain at least 8 ki points.","As above, but cast"
Resurrection,"As above, but cast Resurrection.|This requires that your ki pool contain at least 8 ki points.",Resurrection
.|This requires that your ki pool contain at least 8 ki points.,"As above, but cast Resurrection.|This requires that your ki pool contain at least 8 ki points.",.|This requires that your ki pool contain at least 8 ki points.
At levels,"At levels 4, 8, 12 and 16 you get to add 1 to a single ability score.|If that score was an odd number, this mean an increase in the ability modifier.",At levels
"and 16 you get to add 1 to a single ability score.|If that score was an odd number, this mean an increase in the ability modifier.","At levels 4, 8, 12 and 16 you get to add 1 to a single ability score.|If that score was an odd number, this mean an increase in the ability modifier.","and 16 you get to add 1 to a single ability score.|If that score was an odd number, this mean an increase in the ability modifier."
CRAFT RESERVE,CRAFT RESERVE POINTS,CRAFT RESERVE
POINTS,CRAFT RESERVE POINTS,POINTS
Extend Spell,Extend Spell  +1,Extend Spell
MANOEUVRES,MANOEUVRES READIED,MANEUVERS
READIED,MANOEUVRES READIED,READIED
Silent Spell,Silent Spell  +1,Silent Spell
TRAP SENSE,TRAP SENSE|REFLEX BONUS,TRAP SENSE
REFLEX BONUS,TRAP SENSE|REFLEX BONUS,REFLEX BONUS
Evasion|Darkvision,Evasion|Darkvision 60ft|Uncanny dodge,Evasion|Darkvision
60ft,Evasion|Darkvision 60ft|Uncanny dodge,60ft
Uncanny dodge,Evasion|Darkvision 60ft|Uncanny dodge,Uncanny dodge
to confirm critical hits,+1 to confirm critical hits,to confirm critical hits
Improved Spell Recall,Improved Spell Recall|Prepare any known spell as a swift action,Improved Spell Recall
Prepare any known spell as a swift action,Improved Spell Recall|Prepare any known spell as a swift action,Prepare any known spell as a swift action
RAGE!,RAGE!|Today,RAGE!
Today,RAGE!|Today,Today
Focused shot,Focused shot    Within 30ft,Focused shot
Within,Focused shot    Within 30ft,Within
30ft,Focused shot    Within 30ft,30ft
Secret knowledge of avoidance,Secret knowledge of avoidance|+2 bonus on Reflex saves,Secret knowledge of avoidance
+2 bonus on Reflex saves,Secret knowledge of avoidance|+2 bonus on Reflex saves,+2 bonus on Reflex saves
FOCUS|SUBJECTS,FOCUS|SUBJECTS|PER DAY,FOCUS|SUBJECTS
PER DAY,FOCUS|SUBJECTS|PER DAY,PER DAY
MOUNTAIN,MOUNTAIN|BONUS,MOUNTAIN
BONUS,MOUNTAIN|BONUS,BONUS
Favoured Terrain,Favoured Terrain|Bonus in a given terrain,Favored Terrain
Bonus in a given terrain,Favoured Terrain|Bonus in a given terrain,Bonus in a given terrain
Act normally|Babble incoherently|Hurt yourself with item in hand|  Damage =,Act normally|Babble incoherently|Hurt yourself with item in hand|  Damage = 1d8 + STR|Attack nearest creature,Act normally|Babble incoherently|Hurt yourself with item in hand| Damage =
1d8,Act normally|Babble incoherently|Hurt yourself with item in hand|  Damage = 1d8 + STR|Attack nearest creature,1d8
STR,Act normally|Babble incoherently|Hurt yourself with item in hand|  Damage = 1d8 + STR|Attack nearest creature,STR
Attack nearest creature,Act normally|Babble incoherently|Hurt yourself with item in hand|  Damage = 1d8 + STR|Attack nearest creature,Attack nearest creature
"Once per day, manifest one power with a","Once per day, manifest one power with a +10 wild surge bonus.|Also add +3 to the power’s save DC, +3 to any attack rolls|and treat the power as if it were 5 levels higher.|Double the power’s effect radius, and its visual intensity.|Anyone touching you during a perfect surge suffers 1d4 fire damage.","Once per day, manifest one power with a"
wild surge bonus.|Also add,"Once per day, manifest one power with a +10 wild surge bonus.|Also add +3 to the power’s save DC, +3 to any attack rolls|and treat the power as if it were 5 levels higher.|Double the power’s effect radius, and its visual intensity.|Anyone touching you during a perfect surge suffers 1d4 fire damage.",wild surge bonus.|Also add
"to the power’s save DC,","Once per day, manifest one power with a +10 wild surge bonus.|Also add +3 to the power’s save DC, +3 to any attack rolls|and treat the power as if it were 5 levels higher.|Double the power’s effect radius, and its visual intensity.|Anyone touching you during a perfect surge suffers 1d4 fire damage.","to the power’s save DC,"
to any attack rolls|and treat the power as if it were,"Once per day, manifest one power with a +10 wild surge bonus.|Also add +3 to the power’s save DC, +3 to any attack rolls|and treat the power as if it were 5 levels higher.|Double the power’s effect radius, and its visual intensity.|Anyone touching you during a perfect surge suffers 1d4 fire damage.",to any attack rolls|and treat the power as if it were
"levels higher.|Double the power’s effect radius, and its visual intensity.|Anyone touching you during a perfect surge suffers 1d4 fire damage.","Once per day, manifest one power with a +10 wild surge bonus.|Also add +3 to the power’s save DC, +3 to any attack rolls|and treat the power as if it were 5 levels higher.|Double the power’s effect radius, and its visual intensity.|Anyone touching you during a perfect surge suffers 1d4 fire damage.","levels higher.|Double the power’s effect radius, and its visual intensity.|Anyone touching you during a perfect surge suffers 1d4 fire damage."
Path of Trees,Path of Trees|Tree stride,Path of Trees
Tree stride,Path of Trees|Tree stride,Tree stride
Aquatic Adaptation,Aquatic Adaptation|Bonus while in aquatic terrain,Aquatic Adaptation
Bonus while in aquatic terrain,Aquatic Adaptation|Bonus while in aquatic terrain,Bonus while in aquatic terrain
"This bonus can be applied to each manoeuvre only twice, once|to","This bonus can be applied to each manoeuvre only twice, once|to CMB and once to CMD.","This bonus can be applied to each maneuver only twice, once|to"
CMB,"This bonus can be applied to each manoeuvre only twice, once|to CMB and once to CMD.",CMB
and once to,"This bonus can be applied to each manoeuvre only twice, once|to CMB and once to CMD.",and once to
CMD,"This bonus can be applied to each manoeuvre only twice, once|to CMB and once to CMD.",CMD
"You get a number of skill ranks from your class, to which you add|your intelligence modifier. Allocate these ranks to skills.|Remember that class skill get","You get a number of skill ranks from your class, to which you add|your intelligence modifier. Allocate these ranks to skills.|Remember that class skill get +3 only if you have at least one rank.","You get a number of skill ranks from your class, to which you add|your intelligence modifier. Allocate these ranks to skills.|Remember that class skills get"
only if you have at least one rank.,"You get a number of skill ranks from your class, to which you add|your intelligence modifier. Allocate these ranks to skills.|Remember that class skill get +3 only if you have at least one rank.",only if you have at least one rank.
"Beguile Victim; -2 Will, and -5 Sense Motive, lose","Beguile Victim; -2 Will, and -5 Sense Motive, lose DEX to AC","Beguile Victim; -2 Will, and -5 Sense Motive, lose"
DEX,"Beguile Victim; -2 Will, and -5 Sense Motive, lose DEX to AC",DEX
to,"Beguile Victim; -2 Will, and -5 Sense Motive, lose DEX to AC",to
AC,"Beguile Victim; -2 Will, and -5 Sense Motive, lose DEX to AC",AC
DEPOSIT,DEPOSIT    4000gp in trade goods and treasure nets 1bp,DEPOSIT
4000gp in trade goods and treasure nets 1bp,DEPOSIT    4000gp in trade goods and treasure nets 1bp,4000gp in trade goods and treasure nets 1bp
Liaises with the people,"Liaises with the people – If vacant, -2 loyalty, +1 unrest at upkeep and no bonus from festivals",Liaises with the people
"– If vacant,","Liaises with the people – If vacant, -2 loyalty, +1 unrest at upkeep and no bonus from festivals","– If vacant,"
"loyalty,","Liaises with the people – If vacant, -2 loyalty, +1 unrest at upkeep and no bonus from festivals","loyalty,"
unrest at upkeep and no bonus from festivals,"Liaises with the people – If vacant, -2 loyalty, +1 unrest at upkeep and no bonus from festivals",unrest at upkeep and no bonus from festivals
Hammer the Gap,Hammer the Gap    On a successful attack,Hammer the Gap
On a successful attack,Hammer the Gap    On a successful attack,On a successful attack
SNEAK ATTACK,SNEAK ATTACK|RANGE LIMIT,SNEAK ATTACK
RANGE LIMIT,SNEAK ATTACK|RANGE LIMIT,RANGE LIMIT
Shadow jump,Shadow jump 160ft|Shadow power,Shadow jump
160ft,Shadow jump 160ft|Shadow power,160ft
Shadow power,Shadow jump 160ft|Shadow power,Shadow power
Insight bonus to,Insight bonus to AC and CMD,Insight bonus to
AC,Insight bonus to AC and CMD,AC
and,Insight bonus to AC and CMD,and
CMD,Insight bonus to AC and CMD,CMD
CHAKRA,CHAKRA BINDS,CHAKRA
BINDS,CHAKRA BINDS,BINDS
CHARITABLE MERCIES,CHARITABLE MERCIES  (Selected each day),CHARITABLE MERCIES
(Selected each day),CHARITABLE MERCIES  (Selected each day),(Selected each day)
Mental Strength,Mental Strength|Immune to charm and compulsion effects,Mental Strength
Immune to charm and compulsion effects,Mental Strength|Immune to charm and compulsion effects,Immune to charm and compulsion effects
SINGLE,SINGLE ATTACK,SINGLE
ATTACK,SINGLE ATTACK,ATTACK
Intelligence or Wisdom nerf -,Intelligence or Wisdom nerf -2 points,Intelligence or Wisdom nerf -
2 points,Intelligence or Wisdom nerf -2 points,2 points
Death or Glory,"Death or Glory    +4 (+1 at levels 11, 16, 20)",Death or Glory
"at levels 11, 16, 20)","Death or Glory    +4 (+1 at levels 11, 16, 20)","at levels 11, 16, 20)"
TOUCH AC,TOUCH AC|BONUS,TOUCH AC
BONUS,TOUCH AC|BONUS,BONUS
WRITING,WRITING|TIME,WRITING
TIME,WRITING|TIME,TIME
CURRENT WEAPON,CURRENT WEAPON|ENHANCEMENT,CURRENT WEAPON
ENHANCEMENT,CURRENT WEAPON|ENHANCEMENT,ENHANCEMENT
MASTER STRIKE,MASTER STRIKE|FORTITUDE DC,MASTER STRIKE
FORTITUDE DC,MASTER STRIKE|FORTITUDE DC,FORTITUDE DC
Fuse Style,Fuse Style 2,Fuse Style
ENERGY|BLAST,ENERGY|BLAST|DAMAGE,ENERGY|BLAST
DAMAGE,ENERGY|BLAST|DAMAGE,DAMAGE
RAGE,RAGE  DURATION|PER DAY,RAGE
DURATION,RAGE  DURATION|PER DAY,DURATION
PER DAY,RAGE  DURATION|PER DAY,PER DAY
saving throws against enchantment,+2 saving throws against enchantment,saving throws against enchantment
"loyalty,","+1 loyalty, +1bp consumption","loyalty,"
+1bp,"+1 loyalty, +1bp consumption",+1bp
consumption,"+1 loyalty, +1bp consumption",consumption
ARCANE,ARCANE SYNERGY,ARCANE
SYNERGY,ARCANE SYNERGY,SYNERGY
Distract,"Distract  DC 20|The bird flutters distractingly around an enemy. On a successful attack, the enemy is shaken.",Distract
"DC 20|The bird flutters distractingly around an enemy. On a successful attack, the enemy is shaken.","Distract  DC 20|The bird flutters distractingly around an enemy. On a successful attack, the enemy is shaken.","DC 20|The bird flutters distractingly around an enemy. On a successful attack, the enemy is shaken."
