Original,Part of,Translation
FORTITUDE|SAVE,FORTITUDE|SAVE DC,SALVEZZA|TEMPRA
SAVE DC,FORTITUDE|SAVE DC,CD SALVEZZA
DC,FORTITUDE|SAVE DC,CD
Masterwork,Masterwork     Doesn’t stack with magic bonus,Perfetto
Doesn’t stack with magic bonus,Masterwork     Doesn’t stack with magic bonus,Non si cumula con il bonus magico
Treated as an Outsider,Treated as an Outsider|Immune to Charm Person and other effects that|target non-outsiders.|Damage reduction 10/chaotic,Trattato come un Esterno
Immune to Charm Person and other effects that|target non-outsiders.|Damage reduction,Treated as an Outsider|Immune to Charm Person and other effects that|target non-outsiders.|Damage reduction 10/chaotic,Immune a Charmare Persone e altri effetti|che bersagliano i non Esterni|Riduzione del danno
10/chaotic,Treated as an Outsider|Immune to Charm Person and other effects that|target non-outsiders.|Damage reduction 10/chaotic,10/caotico
"stability,","+2 stability, +2bp consumption","stabilità,"
+2bp,"+2 stability, +2bp consumption",+2 consumo
consumption,"+2 stability, +2bp consumption",bp
Greater Penetrating Strike,Greater Penetrating Strike    Ignore damage reduction up to    10/—,Colpo Penetrante Superiore
Ignore damage reduction up to,Greater Penetrating Strike    Ignore damage reduction up to    10/—,Ignora la riduzione del danno fino a
POWER POINTS,POWER POINTS|PER DAY,PUNTI POTERE
Vital Strike,Vital Strike    Extra damage dice,Colpo Vitale
Extra damage dice,Vital Strike    Extra damage dice,Dadi danno extra
DAMAGE,DAMAGE BONUS,DANNO
BONUS,DAMAGE BONUS,BONUS
CRITICAL,CRITICAL EFFECTS,EFFETTI
EFFECTS,CRITICAL EFFECTS,sul CRITC.
2 × (d10 +,"2 × (d10 + CON) temporary hit points,|+2 attack, +1 fortitude save",2 x (d10 +
CON,"2 × (d10 + CON) temporary hit points,|+2 attack, +1 fortitude save",COS
") temporary hit points,|+2 attack, +1 fortitude save","2 × (d10 + CON) temporary hit points,|+2 attack, +1 fortitude save",") pf temporanei,|+2 attacco, +1 TS Tempra"
"economy,","+4 economy, -8 loyalty","Economia,"
loyalty,"+4 economy, -8 loyalty",Lealtà
SPELL LEVEL,SPELL LEVEL|EQUIVALENT,LIVELLO INC.
EQUIVALENT,SPELL LEVEL|EQUIVALENT,EQUIVALENTE
Level,400’+ 40’ × Level,Livello
FEAT SHARING,FEAT SHARING|DURATION,CONDIVIS. TALENTO
DURATION,FEAT SHARING|DURATION,DURATA
Become incorporeal for,Become incorporeal for 1 min,Diventa incorporeo per
1 min,Become incorporeal for 1 min,1 min
"Baron, Duke, King or Queen","Baron, Duke, King or Queen – If vacant, kingdom fails all command rolls and cannot claim or develop hexes","Barone, Duca, Re o Regina"
"– If vacant, kingdom fails all command rolls and cannot claim or develop hexes","Baron, Duke, King or Queen – If vacant, kingdom fails all command rolls and cannot claim or develop hexes",– Se vacante il regno fallisce tutti i tiri di comando e non può reclamare o sviluppare esagoni
4 ki points,"30ft cone of fire, deals 2d6 damage - 4 ki points",4 punti ki
AC,-2 AC   -4 AC against yourself,CA
against yourself,-2 AC   -4 AC against yourself,contro te stesso
Bonus Spells,Bonus Spells|CHA,Inc. bonus
CHA,Bonus Spells|CHA,CAR
DIMENSION DOOR,DIMENSION DOOR|RANGE,PORTA DIMENSIONALE
RANGE,DIMENSION DOOR|RANGE,RAGGIO
AURAS,AURAS KNOWN,AURE
BONUS:,RADIANCE BONUS:,BONUS:
Darkvision 60ft,Darkvision 60ft| • Can see without any light at all| • Invisible objects are still invisible| • Darkvision is black and white,Scurovisione 18m
• Can see without any light at all| • Invisible objects are still invisible| • Darkvision is black and white,Darkvision 60ft| • Can see without any light at all| • Invisible objects are still invisible| • Darkvision is black and white,• Può vedere senza alcuna luce| • Gli oggetti invisibili restano invisibili| • Scurovisione è in bianco e nero
WILL|SAVE,WILL|SAVE|BONUS,BONUS
BONUS,WILL|SAVE|BONUS,TS|VOLONTA'
MANIFESTER LEVEL,MANIFESTER LEVEL|MAX BONUS,LIV. MANIFESTAZIONE
MAX BONUS,MANIFESTER LEVEL|MAX BONUS,BONUS MASSIMO
BONUS,TEMP DAMAGE|BONUS,BONUS
all your ki points,Bring a target back to life - all your ki points,tutti i tuoi punti ki
Default critical range,"Default critical range|19-20, ×2",Critico predefinito
SNEAK DAMAGE,SNEAK DAMAGE|BONUS,DANNO FURTIVO
BONUS,SNEAK DAMAGE|BONUS,BONUS
loyalty,+1 loyalty,Lealtà
Good:,Good: +2 Loyalty,Buono:
Loyalty,Good: +2 Loyalty,Lealtà
SMITINGS,SMITINGS|PER DAY,PUNIRE
PER DAY,SMITINGS|PER DAY,AL GIORNO
REFLEX,REFLEX SAVE,RIFLESSI
SAVE,REFLEX SAVE,SALVEZZA
TO TURN CREATURE,TO TURN CREATURE  MAX HIT DICE,CREATURA SCACCIATA
MAX HIT DICE,TO TURN CREATURE  MAX HIT DICE,MAX DADI VITA
ROUNDS,ROUNDS|PER DAY,ROUND
PER DAY,ROUNDS|PER DAY,AL GIORNO
Haste,Haste    One extra attack at full bonus,Velocità
One extra attack at full bonus,Haste    One extra attack at full bonus,Un attacco extra a bonus pieno
STABILITY,"STABILITY   On success, -1 unrest or add 1bp; on failure, +1 unrest; on failure by 4, +d4 unrest",STABILITÀ
"On success, -1 unrest or add 1bp; on failure, +1 unrest; on failure by 4, +d4 unrest","STABILITY   On success, -1 unrest or add 1bp; on failure, +1 unrest; on failure by 4, +d4 unrest",""
FATIGUED,FATIGUED|DURATION,AFFATICATO
DURATION,FATIGUED|DURATION,DURATA
PHYSICAL|BLAST,PHYSICAL|BLAST|DAMAGE,DEFLAGRAZIONE|FISICA
DAMAGE,PHYSICAL|BLAST|DAMAGE,DANNO
-1 burn,-1 burn when combining infusions.,-1 sovraccarico
when combining infusions.,-1 burn when combining infusions.,quando si combinano infusioni
WILD EMPATHY,WILD EMPATHY|BONUS,BONUS
BONUS,WILD EMPATHY|BONUS,EMPATIA SELVATICA
Commands the army,"Commands the army – If vacant, -4 loyalty",Comanda l'esercito
"– If vacant,","Commands the army – If vacant, -4 loyalty","– Se vacante,"
loyalty,"Commands the army – If vacant, -4 loyalty",lealtà
BONUS,SPELL DC|BONUS,BONUS
Lightning Reload,"Lightning Reload    Reload as a swift action once per round (with Rapid Reload, free action)",Ricarica Fulminea
"Reload as a swift action once per round (with Rapid Reload, free action)","Lightning Reload    Reload as a swift action once per round (with Rapid Reload, free action)",Ricarica come azione veloce 1/round (Con Ricarica Rapida azione gratuita)
Quick Draw,Quick Draw    Draw your weapon as a free action,Estrazione Rapida
Draw your weapon as a free action,Quick Draw    Draw your weapon as a free action,Estai l'arma come azione gratuita
Great Cleave,Great Cleave    Any number of extra attacks per round,Incalzare Potenziato
Any number of extra attacks per round,Great Cleave    Any number of extra attacks per round,Qualsiasi numero di att extra per round
EVIL DAMAGE,EVIL DAMAGE|BONUS,DANNI MALVAGI
BONUS,EVIL DAMAGE|BONUS,BONUS
FEAR EFFECT,FEAR EFFECTWILL BONUS,BONUS TS VOLONTÀ
WILL BONUS,FEAR EFFECTWILL BONUS,contro PAURA
"loyalty,","+4 loyalty, +8bp consumption","lealtà,"
+8bp,"+4 loyalty, +8bp consumption",+8 consumo
consumption,"+4 loyalty, +8bp consumption",bp
+10 ft,Speed +10 ft,+3m
2 ki points,Grant more abilities to allies - 2 ki points,2 punti ki
CMB,"Tandem Trip    When ally is adjacent, roll twice for trip CMB",BMC
TERRAIN,"TERRAIN    Build farms, roads, mines etc",TERRENO
"Build farms, roads, mines etc","TERRAIN    Build farms, roads, mines etc","Costruire fattorie, strade, miniere, etc"
Precise Strike,Precise Strike    When flanking,Colpo Preciso
When flanking,Precise Strike    When flanking,Durante fiancheggiamento
BONUS,BONUS|FEATS,BONUS
WU JEN SPELLS,WU JEN SPELLS|KNOWN,INCANTESIMI DA WU JEN
KNOWN,WU JEN SPELLS|KNOWN,CONOSCIUTI
6 ki points,Gain two extra standard actions - 6 ki points,6 punti ki
ft,10 ft  2 sq,m
sq,10 ft  2 sq,q
CONCENTRATION,CONCENTRATION|BONUS,CONCENTAZIONE
BONUS,CONCENTRATION|BONUS,BONUS
Expert Loading,Expert Loading    Keep a broken gun from exploding on a misfire,Esperto nella Ricarica
Keep a broken gun from exploding on a misfire,Expert Loading    Keep a broken gun from exploding on a misfire,Impedisce a un'arma inceppata di esplodere
TAKE 20,TAKE 20 PER DAY,PRENDERE 20
PER DAY,TAKE 20 PER DAY,AL GIORNO
Paired Opportunists,Paired Opportunists    When adjacent,Doppi Opportunisti
When adjacent,Paired Opportunists    When adjacent,Quando vicini
TURNS / REBUKES,TURNS / REBUKES PER DAY,SCACCIARE / INTIMORIRE
PER DAY,TURNS / REBUKES PER DAY,AL GG
Assume ethereal state for 1 minute -,Assume ethereal state for 1 minute - 3 ki points,assumere Forma eterea per 1 minuto -
3 ki points,Assume ethereal state for 1 minute - 3 ki points,3 punti Ki
FOES,FOES|PER DAY,NEMICI
PER DAY,FOES|PER DAY,AL GIORNO
Charge,Charge  -2 to AC for the rest of the round,Carica
to,Charge  -2 to AC for the rest of the round,alla
AC,Charge  -2 to AC for the rest of the round,CA
for the rest of the round,Charge  -2 to AC for the rest of the round,per il resto del round
ARCANE,ARCANE|POOL,RISERVA
POOL,ARCANE|POOL,ARCANA
SCABROUS TOUCH,SCABROUS TOUCH PER DAY,TOCCO SCABROSO
PER DAY,SCABROUS TOUCH PER DAY,AL GIORNO
Far Shot,Far Shot    Attack penalty per range increment decreases from -2 to -1,Tiro Lontano
Attack penalty per range increment decreases from -2 to -1,Far Shot    Attack penalty per range increment decreases from -2 to -1," La penalità per ogni incremento di gittata è -1"
Damage Reduction 4/,Damage Reduction 4/―,Riduzione del Danno 4/
Rapid shot,Rapid shot    Extra attack at full,Tiro Rapido
Extra attack at full,Rapid shot    Extra attack at full,Attacco extra a bonus massimo
FAST HEALING,FAST HEALING|PER ROUND,GUARIGIONE RAPIDA
PER ROUND,FAST HEALING|PER ROUND,PER ROUND
WILD EMPATHY,WILD EMPATHY |BONUS,EMPATIA SELVAGGIA
BONUS,WILD EMPATHY |BONUS,BONUS
COMBAT MANOEUVRE,COMBAT MANOEUVRE|DEFENCE,DIFESA MANOVRA
DEFENCE,COMBAT MANOEUVRE|DEFENCE,IN COMBATTIMENTO
DC,DC 15,CD
all your kit points,Resurrect a target - all your kit points,tutti i tuoi punti ki
MANOEUVRES,MANOEUVRES KNOWN,MANOVRE
KNOWN,MANOEUVRES KNOWN,CONOSCIUTE
Sneaking Precision,Sneaking Precision    Apply a critical effect to the,Precisione Furtiva
Apply a critical effect to the,Sneaking Precision    Apply a critical effect to the,Applicare un effetto critico al
Bonus to Reflex saves and,"Bonus to Reflex saves and AC against traps,and to Perception to avoid being surprised by a foe.",Bonus a TS sui Riflessi e
AC,"Bonus to Reflex saves and AC against traps,and to Perception to avoid being surprised by a foe.",CA
"against traps,and to Perception to avoid being surprised by a foe.","Bonus to Reflex saves and AC against traps,and to Perception to avoid being surprised by a foe.","contro trappole,e alla Percezione per non essere sorpresi da un nemico."
Improved Spell Recall,Improved Spell Recall|Prepare any known spell as a swift action,Ricordare Incantesimi Migliorato
Prepare any known spell as a swift action,Improved Spell Recall|Prepare any known spell as a swift action,Prepara un inc. conosciuto come azione veloce
MAX ARMOUR|DEX,MAX ARMOUR|DEX BONUS,MAX DEST|
BONUS,MAX ARMOUR|DEX BONUS,BONUS dell'ARMATURA
SINGLE,SINGLE ATTACK,ATTACCO
ATTACK,SINGLE ATTACK,SINGOLO
Acrobatics DC = Opponent’s,Acrobatics DC = Opponent’s CMD,CD Acrobazia = 
CMD,Acrobatics DC = Opponent’s CMD,DMC Avversario
Fast Movement,Fast Movement +50 ft,Movimento veloce
+50 ft,Fast Movement +50 ft,15 m
Greater snap shot,Greater snap shot    Damage and critical confirmation bonus,Tiro Scattante Superiore
Damage and critical confirmation bonus,Greater snap shot    Damage and critical confirmation bonus,Bonus a danni e tiri conferma critico
Back to Back,Back to Back    +2 to AC against flanking,Schiena contro Schiena 
to,Back to Back    +2 to AC against flanking,alla 
AC,Back to Back    +2 to AC against flanking,CA
against flanking,Back to Back    +2 to AC against flanking,contro fiancheggiamento
Broken Wing Gambit,"Broken Wing Gambit    Grant +2/+2, get attack of opportunity",Fingere debolezza
Grant,"Broken Wing Gambit    Grant +2/+2, get attack of opportunity",Conferisce
", get attack of opportunity","Broken Wing Gambit    Grant +2/+2, get attack of opportunity",", si ottiene attacco di opportunità"
FLURRY OF BLOWS,FLURRY OF BLOWS|BASE ATTACK BONUS,BONUS ATTACCO
BASE ATTACK BONUS,FLURRY OF BLOWS|BASE ATTACK BONUS,RAFFICA di COLPI
MIND BLADE SPECIAL ABILITY,MIND BLADE SPECIAL ABILITY POINTS,PUNTI ABILITÀ SPECIALE
POINTS,MIND BLADE SPECIAL ABILITY POINTS,LAMA MENTALE
Venom Immunity,Venom Immunity|Immune to all poisons,Immunità al veleno
Immune to all poisons,Venom Immunity|Immune to all poisons,Immune a tutti i tipi di veleno
SURGING|EUPHORIA,SURGING|EUPHORIA|DURATION,ESPLOSIONE|DI EUFORIA
DURATION,SURGING|EUPHORIA|DURATION,DURATA
SPELL,SPELL|RESISTANCE,RESISTENZA
RESISTANCE,SPELL|RESISTANCE,INCANTESIMI
Bonus Spells,Bonus Spells|WIS,Inc. Bonus
WIS,Bonus Spells|WIS,SAG
Timeless Body,"Timeless Body|No longer age, cannot be magically aged",Corpo senza tempo
"No longer age, cannot be magically aged","Timeless Body|No longer age, cannot be magically aged","Non invecchia, nemmeno magicamente"
stability,-1 stability,Stabilità
3/day,Vestige Metamagic 3/day,3/gg
Strength rating,Strength rating    (composite bow),Punteggio di Forza
(composite bow),Strength rating    (composite bow),(arco composito)
1d6 /level,"Harm spirits, 1d6 /level, within 30ft",1d6 / livello
", within","Harm spirits, 1d6 /level, within 30ft",", entro"
30ft,"Harm spirits, 1d6 /level, within 30ft",9m
+ Spell Level,SLA Save DC = 10 + CHA + Spell Level,+ Liv. Incantesimo
MAX ANIMATE UNDEAD,MAX ANIMATE UNDEAD|TOTAL HIT DICE,ANIMARE MORTI MASSIMO
TOTAL HIT DICE,MAX ANIMATE UNDEAD|TOTAL HIT DICE,DADO VITA TOTALE
Queen Consort or Prince Consort,Queen Consort or Prince Consort – May rule if the Ruler is absent. but must pass loyalty check or +1 unrest,Regina Consorte o Principe Consorte
– May rule if the Ruler is absent. but must pass loyalty check or,Queen Consort or Prince Consort – May rule if the Ruler is absent. but must pass loyalty check or +1 unrest," – Può governare in assenza del Governante. deve superare un tiro di lealtà o"
unrest,Queen Consort or Prince Consort – May rule if the Ruler is absent. but must pass loyalty check or +1 unrest,dissenso
"On a critical, Fort (DC 10 + ½ level +","On a critical, Fort (DC 10 + ½ level + DEX) or die","Se critico, TS Tempra (CD 10 + ½ Livello + "
DEX,"On a critical, Fort (DC 10 + ½ level + DEX) or die",DES
) or die,"On a critical, Fort (DC 10 + ½ level + DEX) or die",) oppure muore
NEGATIVE ENERGY,NEGATIVE ENERGY|DAMAGE,ENERGIA NEGATIVA
DAMAGE,NEGATIVE ENERGY|DAMAGE,DANNO
BASE|ATTACK,BASE|ATTACK|BONUS,BONUS|ATTACCO
BONUS,BASE|ATTACK|BONUS,BASE
2 ki points,Heal somebody else’s wounds - 2 ki points,2 punti ki
Improved Back to Back,Improved Back to Back    +2 to ally’s AC,Schiena contro Schiena Migliorato
to ally’s,Improved Back to Back    +2 to ally’s AC,alla CA
AC,Improved Back to Back    +2 to ally’s AC,dell'alleato
Bleeding Wound,"Bleeding Wound    Bleed damage equal to DEXAlternatively, 1 pt Strength, Dexterity or Constitution damage",Ferita Sanguinante
"Bleed damage equal to DEXAlternatively, 1 pt Strength, Dexterity or Constitution damage","Bleeding Wound    Bleed damage equal to DEXAlternatively, 1 pt Strength, Dexterity or Constitution damage","Danno da sanguinamento pari a DES Oppure 1 danno a Forza, Destrezza o Costituzione"
Spell Save DC = 10 +,Spell Save DC = 10 + CHA + Spell Level,CD Savezza Inc. = 10 +
CHA,Spell Save DC = 10 + CHA + Spell Level,CAR
+ Spell Level,Spell Save DC = 10 + CHA + Spell Level,+ Livello Incantesimo
CREATURES REBUKED,CREATURES REBUKED|TOTAL HIT DICE,CREATURE INTIMORITE
TOTAL HIT DICE,CREATURES REBUKED|TOTAL HIT DICE,TOT DADI VITA
Morale Bonus,Morale Bonus    Inspire Courage and similar,Bonus di Morale
Inspire Courage and similar,Morale Bonus    Inspire Courage and similar,Ispirare Coraggio e simili
1d4,"1d4 negative levels, 1 round",1d4
+2 WIS,+2 WIS and -2 CHA in all three forms.,+2 SAG
and,+2 WIS and -2 CHA in all three forms.,e
-2 CHA,+2 WIS and -2 CHA in all three forms.,-2 CAR
in all three forms.,+2 WIS and -2 CHA in all three forms.,in tutte e tre le forme
WIS,(WIS minimum 1),SAG
minimum 1),(WIS minimum 1),minimo 1)
POWER POINTS,POWER POINTS|MAX COST,PUNTI POTERE
MAX COST,POWER POINTS|MAX COST,COSTO MAX
Allied Spellcaster,Allied Spellcaster    +2 to overcome spell resistance,Incantatore alleato
AUDIENCE,AUDIENCE|MAX FASCINATED,AUDIENCE
MAX FASCINATED,AUDIENCE|MAX FASCINATED,MAX SUGGESTIONATI
Critical Mastery,Critical Mastery    Apply two critical effects at once,Critico Prodigioso
Apply two critical effects at once,Critical Mastery    Apply two critical effects at once,Si applicano due effetti di critico insieme
RESISTANCE,RESISTANCE|DURATION,RESISTENZA
DURATION,RESISTANCE|DURATION,DURATA
Constitution,Constitution +2,Costituzione
(which grants,(which grants +24 to Acrobatics checks for jumping),(fornisce
to Acrobatics checks for jumping),(which grants +24 to Acrobatics checks for jumping),alle prove di Acrobazia per saltare)
CURSES,CURSES|PER DAY,MALEDIZIONI
PER DAY,CURSES|PER DAY,AL GIORNO
Evasive,Evasive    Gain Evasion and Uncanny Dodge,Elusivo
Gain Evasion and Uncanny Dodge,Evasive    Gain Evasion and Uncanny Dodge,Ottieni Eludere e Schivare Prodigioso Migliorato
Improved snap shot,Improved snap shot    AoO with a ranged weapon within 15ft,Tiro Scattante Migliorato
AoO with a ranged weapon within,Improved snap shot    AoO with a ranged weapon within 15ft,AdO con arma a distanza entro 
15ft,Improved snap shot    AoO with a ranged weapon within 15ft,"4,5m"
1/day,Vestige Metamagic 1/day,1/gg
Lose,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",Perde bonus
DEX,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",DES
bonus to,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",alla
AC,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",CA
-4 on,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",-4 a prove su
STR,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",FOR
and,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",e
"skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed","Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed"," e prove opposte di|Percezione; 50% di mancare quando attacca|CD 10 su Acrobazia per muoversi a più di ½ velocità"
DISCERN LIES,DISCERN LIES|PER DAY,RIVELA BUGIE
PER DAY,DISCERN LIES|PER DAY,al GIORNO
BONUS,MENTAL BASTION|BONUS,BONUS
Bleed damage equal to,"Bleed damage equal to DEXAlternatively, 1 pt Strength, Dexterity or Constitution damage",Danno da sanguinamento pari a
DEX,"Bleed damage equal to DEXAlternatively, 1 pt Strength, Dexterity or Constitution damage",DES
"Alternatively, 1 pt Strength, Dexterity or Constitution damage","Bleed damage equal to DEXAlternatively, 1 pt Strength, Dexterity or Constitution damage","Oppure 1 danno a Forza, Destrezza o Costituzione"
ARCANE POOL,ARCANE POOL|CAPACITY,RISERVA ARCANA
CAPACITY,ARCANE POOL|CAPACITY,CAPACITÀ
