Original,Part of,Translation
+2 WIS,+2 WIS and -2 CHA in all three forms.,+2 SAG
and,+2 WIS and -2 CHA in all three forms.,et
-2 CHA,+2 WIS and -2 CHA in all three forms.,-2 CHA
in all three forms.,+2 WIS and -2 CHA in all three forms.,dans les 3 formes.
Seize the Moment,Seize the Moment    AoO when ally confirms critical hit,Saisir l'instant
AoO when ally confirms critical hit,Seize the Moment    AoO when ally confirms critical hit,Ad'O quand un allié confirme un coup critique
MELEE ATTACK,MELEE ATTACK|BONUS,BONUS
BONUS,MELEE ATTACK|BONUS,D'ATTAQUE AU CÀC
COMBAT|MANEUVRE,COMBAT|MANEUVRE|BONUS,BONUS DE|MANOEUVRE
BONUS,COMBAT|MANEUVRE|BONUS,OFFENSIVE
ATTACK,ATTACK|BONUS,BONUS
BONUS,ATTACK|BONUS,D'ATTAQUE
Devastating Strike,Devastating Strike    +2 per extra die,Frappe Dévastatrice
per extra die,Devastating Strike    +2 per extra die,par dé supplémentaire
All PCs speak ‘common’; each positive,All PCs speak ‘common’; each positive INT modifier or rank|in Culture adds another language.,Tous les PJs parlent ‘commun’; chaque modificateur d'
INT,All PCs speak ‘common’; each positive INT modifier or rank|in Culture adds another language.,INT
modifier or rank|in Culture adds another language.,All PCs speak ‘common’; each positive INT modifier or rank|in Culture adds another language.,|positif ou rang en Culture ajoute un autre langage.
Improved Back to Back,Improved Back to Back    +2 to ally’s AC,Science du combat dos à dos
to ally’s,Improved Back to Back    +2 to ally’s AC,à la CA d'un allié
AC,Improved Back to Back    +2 to ally’s AC,CA
TOUCH,TOUCH ARMOUR CLASS,CLASSE D'ARMURE
ARMOUR CLASS,TOUCH ARMOUR CLASS,DE CONTACT
Slow Fall,Slow Fall 60 ft,Chute ralentie
60 ft,Slow Fall 60 ft,18 m
Broken Wing Gambit,"Broken Wing Gambit    Grant +2/+2, get attack of opportunity",Gambit de l'aîle brisée
Grant,"Broken Wing Gambit    Grant +2/+2, get attack of opportunity",Donne
", get attack of opportunity","Broken Wing Gambit    Grant +2/+2, get attack of opportunity",", reçoit une attaque d'opportunité"
COMBAT MANOEUVRE,COMBAT MANOEUVRE ARMOUR CLASS,MANOEUVRE DE COMBAT
ARMOUR CLASS,COMBAT MANOEUVRE ARMOUR CLASS,CLASSE D'ARMURE
"loyalty,","+1 loyalty, +1bp consumption","loyauté,"
+1bp,"+1 loyalty, +1bp consumption",+1pc
consumption,"+1 loyalty, +1bp consumption",consommation
Martial Artist cannot use ki abilities without gaining a,Martial Artist cannot use ki abilities without gaining a ki pool from another class,L'artiste martial ne peut pas utiliser des techniques de ki sans gagner une
ki pool,Martial Artist cannot use ki abilities without gaining a ki pool from another class,réserve de ki
from another class,Martial Artist cannot use ki abilities without gaining a ki pool from another class,d'une autre classe
ROUNDS,ROUNDS|PER DAY,Tours
PER DAY,ROUNDS|PER DAY,par jour
ENERGY,ENERGY|ROLL,JET
ROLL,ENERGY|ROLL,D'ÉNERGIE
You class determines the number of,You class determines the number of skill ranks you get at|each level (always at least 1).,Votre classe détermine le nombre de 
skill ranks,You class determines the number of skill ranks you get at|each level (always at least 1).,rangs de compétences
you get at|each level (always at least 1).,You class determines the number of skill ranks you get at|each level (always at least 1).,|que vous avez à chaque niveau (au moins 1).
Coordinated Manoeuvres,Coordinated Manoeuvres    +2 to CMB,Manœuvres coordonnées
to,Coordinated Manoeuvres    +2 to CMB,au
CMB,Coordinated Manoeuvres    +2 to CMB,BMO
ft,20 ft  4 sq,m
sq,20 ft  4 sq,ca
No action for 1d6 rounds|Lose,No action for 1d6 rounds|Lose DEX bonus to AC; -2 AC,Pas d'action pour 1d6 tours|Perd
DEX,No action for 1d6 rounds|Lose DEX bonus to AC; -2 AC,le bonus
bonus to,No action for 1d6 rounds|Lose DEX bonus to AC; -2 AC,de DEX
AC,No action for 1d6 rounds|Lose DEX bonus to AC; -2 AC,à la CA
CRITICAL,CRITICAL EFFECTS,EFFETS
EFFECTS,CRITICAL EFFECTS,CRITIQUES
Penetrating Strike,Penetrating Strike    Ignore damage reduction up to    5/—,Attaque puissante
Ignore damage reduction up to,Penetrating Strike    Ignore damage reduction up to    5/—,Ignore la réduction des dégâts jusqu'à
Shot on the run,Shot on the run    Attack at any point during your move,Tir en mouvement
Attack at any point during your move,Shot on the run    Attack at any point during your move,Attaque durant un déplacement
Point Blank Shot,Point Blank Shot    +1 to attack and damage within 30ft,Tir à bout portant
+1 to attack and damage within 30ft,Point Blank Shot    +1 to attack and damage within 30ft,+1 à l’attaque et aux dégâts à 10m ou moins
1d10,1d10 → 2d8 → 3d8 → 4d8 → 6d8 → 8d8 → 12d8,1d10
2d8,1d10 → 2d8 → 3d8 → 4d8 → 6d8 → 8d8 → 12d8,2d8
3d8,1d10 → 2d8 → 3d8 → 4d8 → 6d8 → 8d8 → 12d8,3d8
4d8,1d10 → 2d8 → 3d8 → 4d8 → 6d8 → 8d8 → 12d8,4d8
6d8,1d10 → 2d8 → 3d8 → 4d8 → 6d8 → 8d8 → 12d8,6d8
8d8,1d10 → 2d8 → 3d8 → 4d8 → 6d8 → 8d8 → 12d8,8d8
12d8,1d10 → 2d8 → 3d8 → 4d8 → 6d8 → 8d8 → 12d8,12d8
CHANNEL,CHANNEL|PER DAY,CANALISATION
PER DAY,CHANNEL|PER DAY,PAR JOUR
RAGE!,RAGE! POWERS,POUVOIRS DE
POWERS,RAGE! POWERS,RAGE !
"Prince, Princess or favoured subject","Prince, Princess or favoured subject – May rule if the Ruler is absent. but must pass loyalty check or +1 unrest","Prince, Princesse ou sujet favori"
– May rule if the Ruler is absent. but must pass loyalty check or,"Prince, Princess or favoured subject – May rule if the Ruler is absent. but must pass loyalty check or +1 unrest","- Peut diriger si le Dirigeant est absent, mais doit passer un test de loyauté ou"
unrest,"Prince, Princess or favoured subject – May rule if the Ruler is absent. but must pass loyalty check or +1 unrest",d'insécurité
At levels,"At levels 4, 8, 12 and 16 you get to add 1 to a single ability score.|If that score was an odd number, this mean an increase in the ability modifier.",Aux niveaux
"and 16 you get to add 1 to a single ability score.|If that score was an odd number, this mean an increase in the ability modifier.","At levels 4, 8, 12 and 16 you get to add 1 to a single ability score.|If that score was an odd number, this mean an increase in the ability modifier.","et 16, yous recevrez un point à ajouter à un des scores de caractéristique.|Si ce score était impair, vous recevrez donc une augmentation au modificateur de caractéristique"
Dead Shot,"Dead Shot    Roll all attacks, additional hits add dice",Tir Mortel
"Roll all attacks, additional hits add dice","Dead Shot    Roll all attacks, additional hits add dice","Lance toutes les attaques, coups supplémentaires ajoutent des dés"
CONSTITUTION|SCORE,CONSTITUTION|SCORE|BONUS,SCORE de|CONSTITUTION
BONUS,CONSTITUTION|SCORE|BONUS,BONUS
Liases with the people,"Liases with the people – If vacant, -2 loyalty, +1 unrest at upkeep and no bonus from festivals",Fait le lien avec le peuple
"– If vacant,","Liases with the people – If vacant, -2 loyalty, +1 unrest at upkeep and no bonus from festivals","- Si vacant,"
"loyalty,","Liases with the people – If vacant, -2 loyalty, +1 unrest at upkeep and no bonus from festivals","en loyauté,"
unrest at upkeep and no bonus from festivals,"Liases with the people – If vacant, -2 loyalty, +1 unrest at upkeep and no bonus from festivals",en insécurité au maintien et pas de bonus des festivals
Improved Cleaving Finish,Improved Cleaving Finish    Any number per round,Coup d'enchaînement amélioré
Any number per round,Improved Cleaving Finish    Any number per round,Autant que voulu par tour
Two-weapon Rend,"Two-weapon Rend    If you hit with both weapons, do an extra 1d10 + (STR × 1½) damage",Éventration à deux armes
"If you hit with both weapons, do an extra 1d10 + (","Two-weapon Rend    If you hit with both weapons, do an extra 1d10 + (STR × 1½) damage","En touchant avec les deux armes, inflige 1d10 bonus + ("
STR,"Two-weapon Rend    If you hit with both weapons, do an extra 1d10 + (STR × 1½) damage",FOR
× 1½) damage,"Two-weapon Rend    If you hit with both weapons, do an extra 1d10 + (STR × 1½) damage",× 1½) dégâts
FASCINATE,FASCINATE|MAX AUDIENCE,FASCINER
MAX AUDIENCE,FASCINATE|MAX AUDIENCE,AUDIENCE MAX
KNOWLEDGE,KNOWLEDGE |BONUS,CONNAISSANCE
BONUS,KNOWLEDGE |BONUS,BONUS
CASTER,CASTER LEVEL,Niveau de lanceur de sorts
RAGE!,RAGE!|TODAY,RAGE !
TODAY,RAGE!|TODAY,AUJOURD'HUI
CRITICAL,CRITICAL|THRESHOLD,SEUIL
THRESHOLD,CRITICAL|THRESHOLD,CRITIQUE
MAX WEAPON,MAX WEAPON|ENHANCEMENT,BONUS MAXIMUM
ENHANCEMENT,MAX WEAPON|ENHANCEMENT,DE L'ARME
Shake It Off,Shake It Off     +1 to all saving throws per adjacent ally,Reprends-toi
to all saving throws per adjacent ally,Shake It Off     +1 to all saving throws per adjacent ally,à tous les jets de sauvegarde par allié adjacent
Slow Fall,Slow Fall 70 ft,Chute ralentie
70 ft,Slow Fall 70 ft,21 m
(which grants,(which grants +12 to Acrobatics checks for jumping),qui donne
to Acrobatics checks for jumping),(which grants +12 to Acrobatics checks for jumping),aux tests d’Acrobaties relatifs à des sauts
Timeless Body,"Timeless Body|No longer age, cannot be magically aged",Éternelle jeunesse
"No longer age, cannot be magically aged","Timeless Body|No longer age, cannot be magically aged",Cesse de vieillir ; immunisé contre le vieillissement magique
INITIATIVE,INITIATIVE BONUS,BONUS D'
BONUS,INITIATIVE BONUS,INITIATIVE
Points,10|Points," Points"
KI POOL,KI POOL|CAPACITY,CAPACITÉ DE LA
CAPACITY,KI POOL|CAPACITY,RÉSERVE DE KI
CURRENT,CURRENT HIT POINTS,POINTS
HIT,CURRENT HIT POINTS,DE VIE
POINTS,CURRENT HIT POINTS,ACTUELS
CON,+ CON| per level,CON
per level,+ CON| per level,par niveau
+ 4 to all saving throws|+ 4 dodge bonus to,+ 4 to all saving throws|+ 4 dodge bonus to AC,+4 à tous les jets de sauvegarde|+4 bonus d'esquive à la
AC,+ 4 to all saving throws|+ 4 dodge bonus to AC,CA
Two-weapon Defence,Two-weapon Defence    +1 shield bonus to AC for using two weapons (+2 if fighting defensively),Défense à deux armes
+1 shield bonus to AC for using two weapons (+2 if fighting defensively),Two-weapon Defence    +1 shield bonus to AC for using two weapons (+2 if fighting defensively),Bonus de bouclier de +1 en combat à deux armes (+2 en combat défensif)
FLAT-FOOTED,FLAT-FOOTED AC,CA
AC,FLAT-FOOTED AC,PRIS AU DEPOURVU
Fast Movement,Fast Movement +10 ft,Déplacement accéléré
+10 ft,Fast Movement +10 ft,+3 m
HIT,HIT POINTS,POINTS DE
POINTS,HIT POINTS," VIE"
Masterwork,Masterwork     Doesn’t stack with magic bonus,De maître
Doesn’t stack with magic bonus,Masterwork     Doesn’t stack with magic bonus,Ne se cumule pas avec les bonus magiques
Nature Sense,Nature Sense|+2 to Knowledge (nature) and Survival,Instinct naturel
+2 to Knowledge (nature) and Survival,Nature Sense|+2 to Knowledge (nature) and Survival,+2 en Connaissances (Nature) et Survie
Pistol-whip,"Pistol-whip    Surprise melee attack.  One handed: d6/d4  Two handed: d10/d8Also, CMB to knock prone",Pistolet-fouet
"Surprise melee attack.  One handed: d6/d4  Two handed: d10/d8Also, CMB to knock prone","Pistol-whip    Surprise melee attack.  One handed: d6/d4  Two handed: d10/d8Also, CMB to knock prone",Attack de c. à c. surprise. Une main: d6/d4 Deux mains: d10|Aussi BMO pour faire tomber
To combine two 6th level spell slots to cast,To combine two 6th level spell slots to cast wish:,Combiner deux emplacements de niv. 6 pour lancer 
wish:,To combine two 6th level spell slots to cast wish:,souhait:
(which grants,(which grants +20 to Acrobatics checks for jumping),qui donne
to Acrobatics checks for jumping),(which grants +20 to Acrobatics checks for jumping),aux tests d’Acrobaties relatifs à des sauts
Enforce rural justice,"Enforce rural justice – If vacant, -4 economy",Applique la justice rurale
"– If vacant,","Enforce rural justice – If vacant, -4 economy","- Si vacant,"
economy,"Enforce rural justice – If vacant, -4 economy",en économie
ENERGY,ENERGY ARMOUR CLASS,CLASSE D'ARMURE
ARMOUR CLASS,ENERGY ARMOUR CLASS,ÉNERGÉTIQUE
Point Blank Shot,Point Blank Shot    +1 to attack and damage within first range increment,Tir à bout portant
+1 to attack and damage within first range increment,Point Blank Shot    +1 to attack and damage within first range increment,+1 à l’attaque et aux dégâts sur les cibles distantes de moins de 9m
SETTLE,SETTLE    Create new towns,INSTALLATION
Create new towns,SETTLE    Create new towns,Créer de nouvelles villes
Penetrating Strike,Penetrating Strike    Ignore damage reduction up to 5/—,Attaque puissante
Ignore damage reduction up to,Penetrating Strike    Ignore damage reduction up to 5/—,Ignore la réduction des dégâts jusqu'à
COMBAT|MANOEUVRE,COMBAT|MANOEUVRE|DEFENCE,COMBAT|MANOEUVRE
DEFENCE,COMBAT|MANOEUVRE|DEFENCE,DEFENSE
Bullseye shot,Bullseye shot    Line up shot as a move action,Tir dans le mille
Line up shot as a move action,Bullseye shot    Line up shot as a move action,Ajuster le tir en action de mouvement
Tandem Trip,"Tandem Trip    When ally is adjacent, roll twice for trip CMB",Double croc-en-jambe
"When ally is adjacent, roll twice for trip","Tandem Trip    When ally is adjacent, roll twice for trip CMB","Quand un allié est adjacent, lance deux fois le dé "
CMB,"Tandem Trip    When ally is adjacent, roll twice for trip CMB",BMO
Improved Shield Bash,Improved Shield Bash    Use Shield Bash and keep your shield bonus to AC,Science du coup de bouclier
Use Shield Bash and keep your shield bonus to,Improved Shield Bash    Use Shield Bash and keep your shield bonus to AC,"En utilisant un coup de bouclier, conserve le bonus à la"
AC,Improved Shield Bash    Use Shield Bash and keep your shield bonus to AC,CA
USES,USES PER DAY,UTILISATIONS
PER DAY,USES PER DAY,PAR JOUR
Class skills get a,Class skills get a +3 bonus once you have 1 rank.,Les compétences de classe gagnent un bonus de 
bonus once you have 1 rank.,Class skills get a +3 bonus once you have 1 rank.," dès que vous avez un rang."
STUNNING FIST,STUNNING FIST|TODAY,COUP ETOURDISSANT
TODAY,STUNNING FIST|TODAY,AUJOURD'HUI
MANOEVURE,MANOEVURE AC,CA
AC,MANOEVURE AC,MANOEUVRE
Slow Fall,Slow Fall 30 ft,Chute ralentie
30 ft,Slow Fall 30 ft,9 m
Spell Recall,Spell Recall|Reprepare any spell already cast today,Souvenir magique
Reprepare any spell already cast today,Spell Recall|Reprepare any spell already cast today,Re-préparer un sort lancé aujourd'hui
ft,30 ft,m
TRACKING,TRACKING LOCK,INDICE DE 
LOCK,TRACKING LOCK,VERR.
Race,Race represents your species.,Race
represents your species.,Race represents your species.,", représente votre espèce."
Make unarmed strikes with any free limb|Flurry of blows uses full,"Make unarmed strikes with any free limb|Flurry of blows uses full STR bonus, even with off hand",Fait des attaques à mains nues avec n'importe quel membre libre|Déluge de coup utilise le modificateur de
STR,"Make unarmed strikes with any free limb|Flurry of blows uses full STR bonus, even with off hand",FOR
"bonus, even with off hand","Make unarmed strikes with any free limb|Flurry of blows uses full STR bonus, even with off hand","entier, même avec la main secondaire"
Level,25’+ 5’ × (Level ÷ 2),Niveau
Use monk level in place of,Use monk level in place of BAB for calculating CMB,Utiliser votre Niveau de Moine à la Place de
BAB,Use monk level in place of BAB for calculating CMB,BBA
for calculating,Use monk level in place of BAB for calculating CMB,Pour calculer
CMB,Use monk level in place of BAB for calculating CMB,BMO
Broken Wing Gambit,"Broken Wing Gambit    Grant +2 / +2, get attack of opportunity",Gambit de l'aîle brisée
Grant,"Broken Wing Gambit    Grant +2 / +2, get attack of opportunity",Donne
", get attack of opportunity","Broken Wing Gambit    Grant +2 / +2, get attack of opportunity",", reçoit une attaque d'opportunité"
"stability,","+1 stability, +1bp consumption","stabilité,"
+1bp,"+1 stability, +1bp consumption",+1pc
consumption,"+1 stability, +1bp consumption",consommation
DAMAGE,DAMAGE BONUS,BONUS DE
BONUS,DAMAGE BONUS,DÉGÂTS
KINETIC,KINETIC AC,CA
AC,KINETIC AC,KINÉTIQUE
"As above, but cast","As above, but cast Resurrection.|This requires that your ki pool contain at least 8 ki points.","Comme au-dessus, mais lance"
Resurrection,"As above, but cast Resurrection.|This requires that your ki pool contain at least 8 ki points.",Résurrection
.|This requires that your ki pool contain at least 8 ki points.,"As above, but cast Resurrection.|This requires that your ki pool contain at least 8 ki points.",.|Requiert que votre réserve de ki contienne au moins 8 points de ki.
MAXIMUM DEFENSIVE CASTING,MAXIMUM DEFENSIVE CASTING|PENATY AND BONUS,LANCER DE SORT SUR LA DÉFENSIVE MAXIMALE
PENATY AND BONUS,MAXIMUM DEFENSIVE CASTING|PENATY AND BONUS,PÉNALITÉS ET BONUS
Furious Focus,Furious Focus    Ignore power attack penalty for first attack,Concentration malgré la fureur
Ignore power attack penalty for first attack,Furious Focus    Ignore power attack penalty for first attack,Ignore la pénalité d'attaque en puissance sur la première attaque
Fast Movement,Fast Movement +30 ft,Déplacement accéléré
+30 ft,Fast Movement +30 ft,+9 m
Greater Penetrating Strike,Greater Penetrating Strike    Ignore damage reduction up to    10/—,Attaque puissante supérieure
Ignore damage reduction up to,Greater Penetrating Strike    Ignore damage reduction up to    10/—,Ignore la réduction des dégâts jusqu'à
ft,= 5 ft + ( 5 ft ×,m
Greater Two-weapon Fighting,Greater Two-weapon Fighting    Third attack with your off-hand weapon,Combat à deux armes supérieur
Third attack with your off-hand weapon,Greater Two-weapon Fighting    Third attack with your off-hand weapon,Troisième attaque avec l’arme secondaire
