Original,Part of,Translation
Sneak Attack +2d6,,Ataque Furtivo +2d6
BARBARIAN!,,BÁRBARo!
INITIATIVE,,INICIATIVA
DIVINE HEALTH,,CURA DIVINA
Profession (trapper),,Profissão (armadilheiro)
Craft (stonemasonry),,Profissão (escultor)
Craft (chemist),,Ofício (Química)
Summon Nature’s Ally IV,,Invocar Aliado da Natureza IV
Take 20 Today,,Escolher 20 Hoje
REDIRECTION,,REDIRECIONAR
TRAINING,,TREINAMENTO
35ft,,10.5m
60ft,,18m
No penalty for using an improvised weapon,,Sem penalidade para usar uma arma improvisada
Summon Swarm,,Invocar Enxame
FEATS,,TALETOS
Aether,,Éter
BLOODLINES,,LINHAGEM SANGUÍNEA
Item,,Item
(ALCHEMIST),,(ALQUIMISTA)
Speciality Spell,,Magia Especializada
PORTRAIT,,Imagem
STUNNING FIST,,PUNHO ATORDOANTE
Avoid half damage on failed reflex save,,Evita metade do dano em uma resistência de reflexos falha
Bonus|Combat|Feat,,Talentos Bônus de Combate
6ft,,1.8m
OF,,DE
to Diplomacy to alter an animal’s attitude,,à Diplomacia para alterar a atitude de um animal
Cone of Cold,,Cone Glacial
Wild|Shape|Level,,Nível da Forma Selvagem
Society,,Sociedade
Spells|Today,,Magias|Por Dia
Sneak Attack +3d6,,Ataque Furtivo +3d6
Discern Lies,,Discernir Mentiras
Gain damage reduction 5/evil.,,Ganha de redução de dano 5/mal.
Power|Save DC,,Poder|CD Teste
AC + INT,,CA + INT
• Paralysed,,• Paralizado
DISCERN LIES,,DISCERNIR MENTIRAS
Fast Movement,,Movimento Rapido
Festivals,,Festivais
Temp Damage,,Dano Temporário
"Armour, Shield",,"Armadura, Escudo"
Witch Sense,,Sentidos de Bruxa
Wall of Iron,,Barreira de Ferro
Evolutions,,Evoluções
DAMAGE,,DANO
FAVOURED ENEMY BONUS,,BÔNUS DE INIMIGO FAVORITO
Trap Sense +5,,Sentir Armadilha +5
CASTER SUPPORT,,SUPORTE DO CONJURADOR
Euphoria|Bonus,,Bônus de Euforia
Impaling Critical,,Crítico Empalante
die,,dado
Immune to the effects of all diseases including magic.,,Imune aos efeitos de todas as doenças incluindo mágicas
SPELL SCHOOLS,,LIVRO DE MAGIAS
Attack|Bonus,,Bônus de Ataque
HEALING PERFORMANCE,,PONTOS DE CURA
Untrained,,Sem Treinamento
Craft (paintings),,Ofício (pinturas)
Nature Bond Domain,,Domínio do Elo com a Natureza
Profession (innkeeper),,Profissão (estalajadeiro)
Move Silently,,Furtividade
HIT POINTS,,PONTOS DE VIDA
SHAMAN,,XAMÃ
"Spend two uses of Smite Evil to grant allies the ability to|smite evil. The bonus lasts 1 minute, but must be used in|the first round.",,"Gasta dois usos de Punir o Mal para dar aos aliados a habilidade de|punir o mal. O bônus dura 1 minuto, mas deve ser usado|na primeira rodada."
Long,,Longo
SAVES,,TESTES
d8,,d8
Protection,,Proteção
100 gp,,100 po
Heal wounds,,Curar ferimentos
Master’s bonus ability,,Bônus de habilidade do mestre
Max Speed,,Velocidade Max
Craft (carpentry),,Ofícios (Carpintaria)
Spells|per day,,Magias|por dia
FEATS & SPECIAL ABILITIES,,TALETOS E HABILIDADES ESPECIAIS
No age penalties or artificial ageing,,Sem penalidades de idade ou envelhecimento artificial
Greater Rage,,Fúria Aprimorada
Gain temporary hp on melee attacks,,Ganha pv temporariamente para ataques corpo a corpo
Witch|Hunter|Level,,Nível de|Caçador|de Bruxas
+6 Perception,,+6 Percepção
Animal Companion’s Name,,Nome do Companheiro Animal
See below.,,Veja abaixo.
Craft (bows),,Ofício (arcos)
VALUABLE ITEMS,,ITENS DE VALOR
Add monk level to Acrobatics checks for jumping,,Adiciona nível do monge para testes de Acrobacia para saltar
Mass Inflict Moderate Wounds,,Infligir Ferimentos Moderados em Massa
Times|per day,,Vezes|por dia
(Use adjusted CON),,(Use para ajustar CON)
ENGINEER,,ENGENHEIRO
INITIATIVE|MARKER,,INICIATIVA|MARCADOR
Craft (tailor),,Ofício (
ranks,,graduações
Range,,Alcance
Medium,,Médio
Events,,Eventos
DIVINE BOND,,ligação divina
PAYMENTS,,Pagamentos
LONG RANGE,,ALCANCE LONGO
4d6,,4d6
Shot on the Run,,Tiro em movimento
Light weapon,,Arma Leve
Skill,,Perícias
PREPARED SPELLS,,MAGIAS PREPARADAS
Improved Evasion,,Evasão Aprimorada
To persuade a hostile spirit to communicate,,Para persuadir um espírito hostil a se comunicar
• Blind,,• Cego
Full|Moon,,Lua|Cheia
VI,,VI
Divination,,Adivinhação
DC 15,,CD 15
"When fight defensively, using total defence or Combat|Expertise, cannot be flanked except by a Rogue 4 levels higher.",,"Quando lutar defensivamente, usando defesa total, ou Especialização|em Combate, não pode ser flanqueado, exceto por Ladino quatro níveis maior."
Modifier,,Modificador
Stealth,,Furtividade
+8 Climb,,+8 Escalar
Preferred Clothing,,Vestimenta adequada
Times|Today,,Vezes|Hoje
"Disable Device, Intimidate",,"Desabilitar Dispositivo, Intimidar"
Extra,,Extra
Fire and cold resistance,,Resistência a Fogo e Gelo
INT|Bonus,,Bônus INT
Point|Cost,,Custo de Ponto
(FIGHTER),,(GUERREIRO)
Face,,Face
Bonus to attack and damage rolls,,Bônus de ataque e rolagens de dano
SMITE GOOD,,DESTRUIR O BEM
Size|Modifier x4,,Mod. de|Tamanho x4
Reduced damage on Defensive Roll,,Reduz dano nas rolagens defencivas
Penalty for insufficient strength,,Penalidade por força insuficiente
Ability|Score,,Pontos de|Habilidade
Serious Wounds,,Ferimentos Sérios
Find The Path,,Encontrar o Caminho
Penalties to Perception due to weather are halved,,Penalidades em Percepção devidas ao clima são reduzidas pela metade
CHANNEL ENERGY,,CANALIZAR ENERGIA
"Initiative, Listen and Spot",,"Iniciativa, Ouvir e ""Local"""
Ninja Level,,Nível do Ninja
Weight,,Peso
Enemy,,Inimigo
LORE MASTER,,MESTRE DO CONHECIMENTO
Improved Critical or Keen weapon,,Crítico Aprimorado ou Arma aguçada
Cone of Fire,,Cone de Fogo
pts,,pts
Disable traps,,Desabilitar armadilhas
"Once a day, cast two spells from different classes as a|single action.",,"Uma vez por dia, conjure duas magias de classes diferentes como uma única ação."
Countersong,,Música de Proteção
DC 10,,CD 10
EGO,,EGO
Fears,,Medos
d00,,d
LYCANTHROPIC EMPATHY,,Empatia Licantrópica
Acrobatics|Bonus,,Bônus de Acrobacias
Spellcaster|Level,,Nível de|Conjurador Mágico
Use shadow power twice a day.,,Use poder das sombras duas vezes por dia
Energy Alteration,,Alterar Energia
Bards can wear light armour without risking|spell failure.,,Bardos podem vestir armaduras leves sem risco de|Falha Arcana.
MASS SUGGESTION,,SUGESTÃO EM MASSA
Intelligence,,Inteligência
• Exhasted,,• Exausto
Bonus to attack rolls and dodge bonus to AC,,Bônus nas jogadas de ataque e bônus de esquiva na CA
BLOODRAGE!,,FÚRIA SANGUÍNEA!
Two-weapon Fighting,,Combater com duas armas
Craft (ships),,Ofício (navios)
Power|Level,,Nível de Poder
ARMOUR CHECK,,TESTE DE ARMADURA
Craft (jeweler),,Ofício (Joaleiro)
"Gain an emissary familiar, treating paladin level as wizard level.",,"Ganhe um familiar emissário, tratando o nível de paladino como nível de mago."
POWERS AND PURPOSE,,PODERES E PROPÓSITO
"If the item is magical, learn its properties|and command word.",,"Se o item é mágico, aprenda suas propriedades|e palava de comando."
Energy|Resistance,,Resistência a Energia
Medium Load,,Carga Média
Con,,Con
Coward,,Covarde
Channelling positive energy uses up two of today’s|uses of Lay On Hands.,,Canalizar energia positiva usa até dois dias|de usos de Curar pelas mãos.
2 targets,,2 alvos
"Weapons, Ammo, Scrolls, Potions",,"Armas, Munições, Pergaminhos, Poções"
Aid,,Ajuda
Levels,,Níveis
Inflict Moderate Wounds,,Infligir Ferimentos Moderados
Kineticist|Level,,Nível de|Cineticista
• Dazed,,• Pasmar
REDUCTION,,REDUÇÃO
Skill modifier,,Mod. de perícia
Spells|Known,,Magias|Conhecidas
Perform (keyboard),,Atuação (Teclados)
Profession (gardener),,Profissão (jardineiro)
RIVAL,,RIVAL
Channel Negative Energy,,Canalizar Energia Negativa
Bull,,Touro
Track,,Rastrear
"Once a day, cast any bard, cleric or sorcerer/wizard spell.|Uses a spell slot of the spell’s level.",,"Uma vez por dia, conjure qualquer magia de bardo, clérigo ou mago/feiticeiro.|Usa um espaço de magia do nível da magia."
BASIC SPEED,,VELOCIDADE BASICA
PERFECT SELF,,AUTO-PERFEIÇÃO
Acrobatics,,Acrobacia
Counter magical effects that depend on sound.|Allies within 30ft use Performance roll in place of a saving throw,,Anula efeitos mágicos que dependem de som. Aliados em 9m usam teste de Performance em vez de resistências
ENERGY,,ENERGIA
Spirit Magic,,Magia de Espírito
Craft (alchemy),,Ofícios (Alquemia)
Performance,,Apresentação
Unlimited uses per day,,Usos ilimitados por dia
Tier,,Nível
ABILITY SCORE,,PONTOS DE HABILIDADE
Torso,,TORSO
Evil Cleric,,Clérigo Mal
School,,Escola
Rounds|Today,,Rodadas|Hoje
+6 Dexterity,,+6 Dextreza
Blue,,Azul
"Ranger bonus feats can be taken without the normal pre-requisites,|but only apply when not wearing heavy armour.",,"O talento bônus de ranger pode ser adquirido sem os pre-requisitos,|mas são aplicados apenas quando não estiver vestindo armadura pesada."
AURA OF RIGHTEOUSNESS,,AURA DE JUSTIÇA
Gain damage resistance 10/epic,,Ganha de redução de dano 10/épico.
Normal,,Normal
+1 hp or skill rank per level,,+1 PV ou graduação em perícia por nível
Disable Device,,Desabilitar Dispositivo
SWAMP DRUID,,DRUIDA DO PÂNTANO
Foresight,,Sexto Sentido
"As a move action, share half your Favoured Enemy|bonus against a single target with all allies within 30 ft",,"Como uma ação de movimentação, compartilhe metade do seu Bônus de|Inimigo Predileto contra um único alvo com todos os aliados em 6m"
Bonus Points,,Pontos de Bônus
Total,,Total
WEAPON MASTERY,,MAESTRIA EM ARMA
BAB,,BBA
SENSES,,SENTIDOS
Employer,,Empregador
Energy Drain,,Drenar Energia
Basic,,Base
"Listen, Spot, Initiative",,"Ouvir, ""Local"", Inicativa"
Knowledge bonus,,Bônus de Conhecimento
Gold,,Ouro
DEADLY PERFORMANCE,,ATUAÇÃO MORTAL
Summon monster VIII,,Invocar Monstro VII
Escape Artist,,Arte da Fuga
silver,,prata
DAMAGE BONUS,,BÔNUS DE DANO
Ninja|Level,,Nível do Ninja
Profession (miner),,Profissão (mineiro)
Suggest actions to already fascinated creatures,,Sugere ações para criaturas já fascinadas
Summon monster IX,,Invocar Monstro IX
Max AC DEX,,Max CA DES
Head,,Cabeça
Profession (driver),,Profissão (motorista)
CLERIC,,CLERIGO
Damage Reduction 2/Magic,,Redução de Dano Magico 2/
Skill|Ranks,,Graduações em|Perícias
Damage Reduction:,,Redução de Dano:
(always active),,(sempre ativo)
Wild Shape (Feline only),,Forma Selvagem (Somente Felino)
Use Magic Device,,Usar Dispositivo Magico
Balance,,Equilíbrio
to Handle Animal of a chosen type,,para Adestrar um Animal do tipo escolhido
Connection Spell,,Magia de Conecção
CRITICAL,,CRITÍCO
to Hybrid or Animal form:,,para forma hibrida ou animal:
Elemental Protection,,Elemental de Proteção
Temp,,Temporário
Arcane Pool,,Reserva arcana
ITEMS,,ITEMS
Profession (porter),,Profissão (porteiro)
"While raging, deal additional damage:",,"Enquanto em fúria, causa dano adicional:"
"Cut out carefully with a sharp knife or scissors,|using the      marks as guides",,"Recorde com cuidado com estilete ou tesoura,|use as marcações como guia"
Bonus to Initiative and selected skills when in this terrain,,Bônus em iniciativa e perícias selecionadas quando neste terreno
Assets,,Ativos
Indomitable Will,,Vontade Inabaláve
MELEE|ATTACK,,ATAQUE|CORPO A CORPO
Other items,,Outros itens
Knowledge: Arcana,,Conhecimento: Arcano
XP,,XP
Oratory,,Oratória
WILD EMPATHY,,EMPATIA COM A NATUREZA
CONTAINER,,RECIPIENTE
Cha,,CAR
Class,,Classe
Allies|Today,,Aliados|Hoje
Controlled Rage,,Fúria Controlada
CAVE DRUID,,DRUIDA DA CAVERNA
Racial|Bonus,,Bônus Racial
cp,,pc
Don’t die until negative hp equals double|your constitution score.,,Não morre enquanto os PV negativos se igualem|ao dobro de sua constituição.
Summon monster IV,,Invocar Monstro IV
"Scrolls, Potions,|Wands, Components",,"Pergaminhos, poções, varinhas, componentes"
Song of Freedom,,Melodia da Libertação
+1d8,,+1d8
KI POOL,,Reserva de KI
Knowledge (psionics),,Conhecimento (Psionismo)
Other|Classes,,Outras Classes
Immune to all diseases including magic.,,Imune a todas as doenças incluíndo magicas.
Manoeuvre Training,,Treinamento de Manobras
"Bluff, Computers, Culture, Diplomacy, Disguise,|Engineering, Intimidate, Medicine",,"Blefar, Computadores, Cultura, Diplomacia, Disfarce,|Engenharia, Intimidação, Medicina"
Craft (weaving),,Ofício (Tecelagem)
Combat Reflexes,,Reflexos em Combate
2nd,,2º
Age,,Idade
Gain damage reduction 5/good.,,Ganha de redução de dano 5/bom.
Parents,,Pais
Shadow|power|today,,Poder|das Sombras|hoje
+ Size|  diff x4,,+ Tamanho | Dif x4
DC 20,,CD 20
LYCANTHROPE,,Licantropo
Alchemist|Level,,Nível de|Alquimista
Summon Undead III,,Invocar Mortos-Vivos II
FAVOURED|CLASS BONUS,,BÔNUS DE CLASSE|PREDILETA
PSIONICS,,PSIÔNICOS
Base|Attack|Bonus,,Bônus Base de Ataque
Craft (books),,Ofício (livros)
Armour Class Bonus,,Bônus de Classe de Armadura
NATURE BOND,,LIGAÇÃO COM A NATUREZA
Your size and size modifier,,Seu tamanho e modificador de tamanho
Properties,,Propriedades
Summon|Monster,,Invocar Monstro
for every 10ft of your standard move above 30ft,,para cada 6m do seu movimento padrão além de 9m
Favoured Enemy,,Inimigo Predileto
Wounds,,Ferimentos/
Consult the book to find out:,,Consulte o livro para descobrir:
50ft,,15m
1d3,,1d3
Level,,Nível
Ghost warrior,,Guerreiro Fantasma
=  4 hours per spell level,,= 4 horas por nível de magia
1d8,,1d8
SCOUT,,BATEDOR
"May make a standard or move action,| but not both",,"Pode fazer uma ação padrão ou de movimento,| mas não ambas"
DESERT DRUID,,DRUIDA DO DESERTO
Religion,,Religião
Type,,Tipo
BLOODLINE,,Linhagem Sanguínea
"+2 to Acrobatics, Climb and Swim checks.",,"+2 em testes de Acrobacia, Escalar e natação"
Dexterity|Bonus,,Bônus de Destreza
Gear value,,Valor do Equipamento
CMD,,DMC
Take the better of 2 will saves,,Escolha o melhor de 2 testes de vontade
Coins,,Moedas
(BARBARIAN!),,(BÁRBARO!)
1 target,,1 alvo
Greater Weapon Focus,,Foco em Arma Aumentado
Armour|& Shield,,Armadura e Escudo
Slow Fall 50 ft,,Queda Leve 15m
Profession (fisherman),,Profissão (pescador)
"Mass Cure Serious Wounds|Removes the fatigued, sickened and shaken conditions",,"Curar Ferimentos Graves em Massa|Remove as condições fadigado, enjoado e abalado"
DC MODIFIERS,,MOD. DE CD
SUMMONED CREATURE,,CRIATURA INVOCADA
FESTIVALS,,FESTIVAIS
IMMORTAL,,IMORTAL
ALIGNMENT,,ALINHAMENTO
Copper,,Cobre
ABILITIES,,Habilidades
+4 Constitution,,+4 Constituição
NO TRACE,,Não Rastreável
(DRUID),,(DRUIDA)
SAVAGE|BARBARIAN!,,BÁRBARO SELVAGEM
Charisma,,Carisma
Control Undead,,Controlar Mortos-Vivos
SOCIAL IDENTITY,,IDENTIDADE SOCIAL
JUNGLE DRUID,,DRUIDA DA SELVA
+8 Stealth,,+8 Furtividade
SCROLLS,,PERGAMINHOS
BONUS COMBAT FEATS,,TALETOS BÔNUS DE COMBATE
+4 to jump,,+4 em saltar
TRAITS,,PECULIARIDADE
Samurai|Level,,Nível de|Samurai
Constitution|Bonus,,Bônus de Constituição
Versatile Improvisation,,Improvisação versátil
Alignment,,Alinhamento
Autohypnosis,,Autohipnose
Craft (traps),,Ofício (armadilhas)
PSICRYSTAL,,CRISTAL PSÍQUICO
EMPATHY,,EMPATIA
Profession (architect),,Profissão (arquiteto)
Casting|Stat,,Atributo de|Conjuração
MANOEUVRE TRAINING,,TREINAMENTO DE MANOBRAS
+1 DC on Channel Positive Energy,,+1 CD em Canalizar Energia Positiva
Uses|Today,,Usos|Hoje
Dexterity,,Destreza
Bonus Feat,,Talento Bônus
Creature Type,,Tipo da Criatura
10-minute|increments,,Adiciona 10 minutos
Detect Magic,,Detectar Magia
Base|Attack Bonus /|Monk Level,,Bônus de Base de Ataque / Nível do Monge
Perform (sing),,Atuação (Canto)
Abundant step,,Passo abundante
DEBTS,,DÉBITOS
SAVING THROW,,TESTE DE RESISTÊNCIA
Spirit|Power,,Poder|Espiritual
Base|Spells,,Base|Magia
INT - 4,,INT - 4
HEAL /|DAMAGE,,CURAR / DANO
Power cost,,Custo de poder
Strikes|Today,,Golpes|Hoje
• Stunned,,• Atordoado
Contagion,,Praga
Bloodline Spell,,Magia de Linhagem Sanguínea
WITCH HUNTER,,CAÇADOR DE BRUXAS
Summon monster III,,Invocar Monstro III
Modifiers,,Modificadores
Critical Focus,,Foco em Crítico
Treat unarmed attacks as adamantine weapons,,Trata o ataque desarmado como arma de adamante
Body,,Corpo
Fly,,Voar
Constitution|Score,,Pontos de Constituição
Bonus to ability scores,,Bônus às pontuações de habilidades
WILD SHAPE,,FORMA SELVAGEM
+ WIS,,+ SAB
Power|Attack,,Ataque|Poderoso
SUPERCHARGE,,SUPERINVESTIDA
Summon Nature’s Ally VI,,Invocar Aliado da Natureza VI
Spell|Resistance,,Resistência à|Magia
ARMOUR,,Armadura
Temp Attack|Bonus,,Bônus Temporário de Ataque
NOTES,,NOTAS
Saving throw = 10 + Casting Stat + Spell Level,,Teste de resistência = 10 + Habilidade de Conjuração + Nível da Magia
Base|Value,,Valor Base
per turn,,por turno
RANGER,,PATRULHEIRO
Spells from your opposed schools cost two slots to prepare.,,Magias de suas escolas opositoras custam dois espaços para preparar
One hit|point,,um ponto de vida
Eyes,,Olhos
Wildshaper|Level,,Nível da Forma Selvagem
Constitution,,Constituição
HEALING SALVE,,TESTE DE CURA
Knowledge: Aeronautics,,Conhecimento: Aeronauticos
Summon monster V,,Invocar Monstro V
"Smiting damage bonus applies double for the|first successful strike against evil outsiders, |evil dragons and the undead.",,"Dano punitivo bônus é aplicado dobrado para o|primeiro golpe bem sucedido contra extraplanares malígnos, |dragões malígnos e mortos-vivos."
Decipher Script,,Decifrar Escrita
POISON RESISTANCE,,RESISTÊNCIA À VENENO
To summon any spirit,,Para invocar qualquer espirito
Check Penalty,,Penalidades nos Teste
REGULAR PAYMENTS,,PAGAMENTOS REGULARES
Shield AC,,Escudo CA
VIII,,VIII
Darkvision 60ft,,Visão no Escuro 18m
Knowledge: Geography,,Conhecimento: Geografia
Enemies within 10ft take -4 to saves against fear effects.,,Inimigos em até 6m recebem -4 em testes de resistência contra efeitos de medo.
(Bad),,(Ruim)
Dodge,,Esquiva
Insults,,Insultos
Tongue of the Sun and Moon,,Idiomas do Sol e da Lua
Cavalier|Level,,Nível de|Cavaleiro
Trap Sense +1,,Sentir Armadilha +1
Metamagic|Adjustment,,Metamagia|Ajuste
Craft (clothing),,Ofício (vestimentas)
IN SUMMER,,NO VERÃO
Improved Feint,,Fintar Aprimorado
Great fortitude,,Fortitude Melhorada
SKILLS,,PERÍCIAS
Moderate Wounds,,Ferimentos Moderados
Improved Impaling Critical,,Crítico Empalante Aprimorado
Disintegrate,,Desintegrar
Summon monster VI,,Invocar Monstro VI
Enhancement|Bonus,,Bônus de Melhoria
SUMMONER,,INVOCADOR
Inflict or cure wounds with a touch.,,Infligir ou curar ferimentos com o toque
Mount Type,,Tipo de Montaria
Fatigue|Modifier,,Mod. de|Fadiga
- Size|  mod x4,,- Mod Tamanho X4
2 mins,,2 mins
DOMAINS,,DOMÍNIOS
Cleric Level,,Nível do Clérigo
at half speed,,com metade da velocidade
25ft,,7.5m
Slippery mind,,Mente escorregadia
SUPERIOR TACTICS,,TÁTICAS SUPERIORES
Bonus feat,,Talento Bônus
Appraise,,Avaliar
STATS DISPLAY,,MOSTRA DE ATRIBUTOS
Valuables,,Objetos de Valor
Stunning Fist,,Punho Atordoante
Acrobatic,,Acrobacia
DOMAIN SECRET,,DOMÍNIO SECRETO
Craft (locks),,Ofício (trancas)
Dominate Monster,,Dominar Monstro
Two-handed weapon,,Arma de duas mãos
Intimidate,,Intimidar
PREPARED DIVINE SPELLS,,MAGIAS DIVINAS PREPARADAS
Charisma|Score,,Modificador de Carisma
Weapon and armour proficiencies,,Proficiência em arma e armadura
CONCENTRATION,,CONCENTRAÇÃO
Synergy,,Sinergia
Alignment|Bonus,,Bônus de Alinhamento
Bonus to all|saving throws,,Bônus para todos os testes de resistência
Summon Undead IV,,Invocar Mortos-VivosIV
Monk bonus applies when|unarmoured and unencumbered,,Bônus do monge são aplicados quando|não usar armadura e não estiver sobrecarregado
Feats,,Talentos
EARTH,,TERRA
VERSATILE DANCE,,DANÇA VERSÁTIL
FIRE,,FOGO
Intelligent items with an ego 20 or more always|consider themselves superior to any character.,,Itens inteligentes com ego de 20 ou mais sempre|consideram-se superiores à qualquer personagem.
bonus granted to,,bônus dado ao
SpellLevel,,Nível de Magia
Round,,Rodada
Fortification:,,Fortificar:
Dislikes,,Ódios
Kingdom,,Reino
TRACK,,Rastrear
Knowledge - INT|Profession - WIS,,Conhecimento - INT|Profissão - VON
Illusion,,Ilusão
TOUCH OF CORRUPTION,,TOQUE DE CORRUPÇÃO
Fortune|Today,,Fortuna Hoje
20ft,,6m
Constitution checks;|  Fortitude saves,,Teste de Constituição; Teste de Fortitude
Earn double money from a public performance,,Ganha dinheiro dobrado por uma performance em público
Inflict Critical Wounds,,Infligir Ferimento Crítico
Skill|Bonus,,Bônus de Perícias
MASTER OF PERSUASION,,MESTRE DE PERSUASÃO 
Damage,,Dano
Improved Uncanny Dodge,,Esquiva Sobrenatural Aprimorada
SNEAK ATTACK,,ATAQUE FURTIVO
+2 to any one ability score,,+2 para qualquer habilidade
Additional Domain,,Domínio Adicional
Grand Diplomat,,Grande Diplomata
CHA,,CAR
2 pt,,2 pt
if you fail a jump by 4 or less,,se falhar o pulo em 4 ou menos
Hit|dice,,Dado de|vida
Bull’s Strength,,Força de Touro
Save DC,,Teste de CD
"Diplomacy, Sense Motive",,"Diplomacia, Sentir Motivação"
Bonus|Spells,,Magias Bônus
Summon Nature’s Ally III,,Invocar Aliado da Natureza III
Mass Fire Shield,,Escudo de Fogo em Massa
Attribute|scores,,Pontuação de|atributo
Morale Penalty,,Penalidade de Moralidade
Profession (barrister),,Profissão (advogado)
Smite Good,,Destruir o Bem
Dwarf,,Anão
Slow Fall 60 ft,,Queda Leve 18m
Special Ability,,Habilidade Especial
CALENDAR,,CALENDARIO
Attack Bonus,,Bônus de Ataque
Choke Hold,,Estrangular
Fire,,Fogo
8ft,,2.4m
Points Healed,,Pontos Curados
SMITE EVIL,,DESTRUIR O MAL
BRAVERY,,BRAVURA
Add elemental damage to an attack,,Adiciona dano elemental para um ataque
Temp|Modifier,,Modificador Termp
Abadius,,Abadius
Suggest actions to one already fascinated creature,,Sugere ações à uma criatura já fascinada
SCIENCE OFFICER,,OFICIAL DE CIÊNCIA
Linked,,Ligado
+2 Dexterity,,+2 Destreza
SAVE DC,,TESTE CD
Affiliation,,Afiliação
Platinum,,Platina
VIGILANTE,,VIGILANTE
second sneak attack in a round,,segundo golpe furtivo em uma rodada
+ 100 ft.,,+ 30 m
DOMAIN,,DOMÍNIO
Speed Climb,,Velocidade de Escalar
Cone of Acid,,Cone de Ácido
Uses|per day,,Usos|Diários
FORWARD,,EM FRENTE
Scribe scroll,,Escrever pergaminho
KI POWERS,,PODERES DE KI
WILL,,VONTADE
Sorcerer|Level,,Nível de|Feiticeiro
MERCIES,,MISERICÓRDIAS
Character Name,,Nome do Personagem
- 1 per 5lb| carried,,-1 por 2.2 kg carregados
Immune to all poisons,,Imune a todos os venenos
Hands,,Mãos
Knowledge:,,Conhecimento:
WILL SAVE DC,,TESTE DE VONTADE CD
Enhancements,,Melhorias
CLASS,,CLASSE
Human,,Humano
SORCERER,,FEITICEIRO
+4 morale bonus to Will saves against enchantment,,+4 de bônus de moral para testes de Vontade contra encantamento
Character traits,,Peculiaridades do Personagem
FAIL,,FALHA
Unarmed|Strike|Damage,,Dano de|Ataque|Desarmado
Hair,,Cabelo
"On a successful surprise attack, target must make a will save|or be stunned until the end of your next turn.",,"Em um ataque surpresa bem sucedido, o alvo deve fazer um teste de vontade ou ser atordoado até o fim do seu próximo turno."
Total skill|ranks,,Total de graduações|em perícia
Necromancy,,Necromancia
GRAPPLE,,AGARRAR
Energy|  Shield,,Escudo de Energia
"Weapons, Ammo",,"Armas, Munição"
CHANGE SHAPE,,Alterar Forma
+4 to attack,,+4 no ataque
KINGDOM SIZE,,TAMANHO DO REINO
ANIMAL TYPE,,TIPO DE ANIMAL
Burning Hands,,Mãos Flamejantes
Attacks of opportunity against manoeuvres,,Ataque de oportunidade contra manobras
Knowledge (geography),,Conhecimento (Geografia)
Penetrating Strike,,Golpe Penetrante
pp,,ppl
Knowledge (local),,Conhecimento (Local)
Uses per day,,Usos por dia
Specialist|Spell,,Especialista|Magia
x 4,,X 4
Healing Points,,Ponto de Cura
Vitalist|Level,,Nível de|Vitalista
Size Modifier|× 4,,Modificador de Tamanho x4
SAVING|THROWS,,TESTES DE|RESISTÊNCIA
"Use your base or animal score, whichever is higher",,"Use seu bônus base ou animal, o que for maior"
Mass Inflict Light Wounds,,Infligir Ferimentos Leves em Massa
RAGE!,,FÚRIA!
2d6,,2d6
ATTACK,,ATAQUE
Diamond Body,,Corpo de Diamante
Item can decipher magical writing.,,Item pode decifrar escritas mágicas.
Craft (sculpting),,Ofício (Lapidação)
POWER LEVELS,,NÍVEIS DE PODER
Expertise|Bonus,,Bônus de|Especialização
= d6 +,,= d6 +
Wall of Force,,Barreira de Força
"On a successful Sense Motive, reveals lies and enchantments",,"Em um testes de Sentir Motivação bem sucedido, releva mentiras e encantamentos"
Defensive|Bonus,,Bônus defencivo
Craft (cooking),,Ofício (Cozinhar)
INT - 8,,INT - 8
+3d6 damage,,+3d6 de dano
Ability|Modifier,,Modificador de|Habilidade
Take 20|Today,,Escolher 20|Hoje
Fog Cloud,,Névoa
RACIAL ABILITIES,,HABILIDADES RACIAIS
SOOTHING PERFORMANCE,,PERFORMANCE SUÁVE
Hit Dice,,Dados de vida
Basic attributes,,Atributos Basicos
Points|Today,,Pontos|Hoje
1 to 9,,1 para 9
Deflection|Modifier,,Modificador de|Deflexão
Modifier = (Ability Score - 10) ÷ 2,,Modificador = (Pontos de habilidade - 10) ÷ 2
Wisdom|Penalty,,Penalidade de Sabedoria
You can use your Perform (dance) skill bonus in place|of your Acrobatics skill bonus,,Você pode usar seus pontos bônus de Atuação (Dança) no lugar dos seus pontos bônus de Acrobacias
Fame,,Fama
Ammo,,Munição
-4 initiative; 20% miss chance when attacking|-4 on opposed Perception|automatically fail Perception checks for sound,,-4 iniciativa; 20% de chance de erro ao atacar|-4 em Percepção oposta|automaticamente falha em testes de Percepção para som
Light <illumination>,,Luz <iluminação>
KINGDOM|POPULATION,,POPULAÇÃO DO REINO
BATTLE FORTITUDE,,FORTITUDE DE BATALHA
Summoner|Level,,Nível de|Invocador
Profession (clerk),,Profissão (balconista)
Pick a class,,Escolha uma Classe
Concentration,,Concentração
QUIVERING PALM,,MÃOS VIBRANTES
Spring Attack,,Ataque em Movimento
Ghost touch,,Toque Fantasma
Able to take 10 on any skill,,Apto a receber 10 em qualquer perícia
Observant,,Observante
Perform (comedy),,Atuação (Comédia)
ANIMAL SPEAKER,,FALAR COM ANIMAL
Heal / Harm,,Cura / Fere
Non-lethal,,não letal
